net,length_um
net4339,3610.235
_0462_,3609.38
_3411_,3605.84
net2424,3603.98
_0470_,3602.7
_0210_,3601.4
_0671_,3597.46
_0496_,3590.92
net283,3588.7
net3155,3588.39
_3278_,3586.92
_3568_,3584.22
_0702_,3584.09
_1882_,3580.1
_0531_,3578.58
net3483,3577.745
_2963_,3576.24
_3693_,3575.72
net2387,3573.5
_1103_,3571.06
_3098_,3568.12
_0699_,3564.62
_0183_,3563.415
_3369_,3562.84
_1215_,3562.7
_3488_,3560.8
_0718_,3560.62
_3580_,3558.84
_1502_,3558.72
_3928_,3558.29
_3919_,3557.66
_0198_,3556.9
_3712_,3552.14
net2268,3551.99
_0228_,3549.62
_4221_,3548.98
net87,3547.28
_1299_,3541.4
_4226_,3539.46
_3163_,3538.58
net3578,3536.62
_2804_,3536.07
_0256_,3535.36
_0049_,3534.645
_1258_,3533.74
_2834_,3529.68
net2284,3529.45
_3936_,3527.42
net4441,3527.02
_3244_,3525.38
net3208,3524.655
net4453,3524.62
_3639_,3523.11
_0940_,3519.54
_2349_,3519.08
_3674_,3518.98
_4186_,3514.36
_0012_,3514.265
_3058_,3513.86
_0653_,3513.1
net1057,3512.77
_2159_,3511.24
net1897,3510.54
net2810,3510.355
net4024,3508.865
net1950,3507.92
_0060_,3507.465
_3199_,3505.64
_3478_,3503.94
_0361_,3502.35
net3587,3501.715
net3858,3501.205
_0779_,3500.64
rf.registers\[30\]\[8\],3494.32
_3036_,3492.26
_0945_,3490.92
_0858_,3488.5
_0179_,3487.36
net108,3487.275
_0839_,3486.015
_0808_,3484.875
_0992_,3483.41
_0147_,3478.58
_0695_,3476.64
_3114_,3474.23
net2788,3473.27
net179,3471.135
_3383_,3470.78
_0086_,3466.16
_0038_,3464.92
net12,3464.7
_3947_,3462.6
_3690_,3460.48
net4429,3459.58
_3993_,3454.82
_0430_,3450.86
_2563_,3449.42
_4102_,3449.32
_0411_,3449.02
rf.registers\[28\]\[18\],3447.685
CLK,3447.5
_0069_,3445.9
_0192_,3445.685
_0743_,3445.46
_3979_,3445.37
_2022_,3445.02
_3121_,3443.24
_3943_,3443.1
_0009_,3439.735
net4309,3438.89
_3557_,3438.76
net3744,3436.56
_3500_,3436.545
_0577_,3434.3
net1369,3433.555
_0274_,3432
_0202_,3430.88
_4002_,3429.48
_3964_,3427.76
_0413_,3427.685
_2444_,3427.42
net2991,3426.96
_3026_,3426.65
_3969_,3425.3
_0962_,3425.22
_3152_,3423.41
rf.registers\[8\]\[21\],3421.23
_0466_,3419.505
_0335_,3419.29
_2238_,3417.7
_2703_,3412.62
_0227_,3410.68
net1557,3410.635
net4030,3409.02
_3456_,3408.9
_2698_,3408.62
_3967_,3407.64
_1326_,3406.08
_3949_,3406
net2257,3404.45
_3087_,3404.38
_0203_,3402.84
_0237_,3402.215
net4278,3400.3
_3251_,3397.06
_0070_,3396.88
_1456_,3396.52
_3381_,3393.84
_1436_,3392.76
_0461_,3392.72
net2358,3392.38
_0138_,3392.22
_0395_,3390.43
net3122,3389.98
_0026_,3389.64
_2516_,3388.94
net1114,3388.2
_1956_,3387.92
_3872_,3386.97
net104,3386.105
_4084_,3385.62
_3803_,3383.32
_3638_,3381.8
_2682_,3381.45
_0264_,3379.53
_1365_,3378.56
net2188,3375.93
_0307_,3374.86
_2367_,3374.6
net1979,3373.61
net1439,3372.93
_1013_,3371.84
_1483_,3366.6
_3285_,3365.74
_4132_,3365.42
_0509_,3365.06
net4307,3363.705
_2604_,3362.89
_2387_,3361.74
net3927,3360.735
_0860_,3360.4
_0156_,3360
_0426_,3359.02
_1068_,3356.14
_0016_,3355.82
net2936,3352.64
net1032,3352.38
_1432_,3351.52
_2296_,3350.46
_0628_,3349.635
_3096_,3349.6
net4207,3349
net1111,3348.58
_4109_,3346.88
rf.registers\[9\]\[21\],3345.975
_0262_,3345.4
_3761_,3344.82
_4176_,3341.84
net640,3341.74
net2255,3337.27
_4131_,3337.26
_3242_,3335.06
_0788_,3334.465
net845,3333.78
net3473,3328.975
net1992,3327.4
_3607_,3325.955
_1609_,3325.26
_2764_,3324.42
net524,3322.75
_0403_,3321.88
_0501_,3321.15
net1978,3321.01
net1920,3318.47
net203,3318.41
rf.registers\[1\]\[13\],3317.56
_4024_,3316.86
_4174_,3316.81
_0346_,3312.845
_0218_,3312.03
_2535_,3311.9
net4308,3310.53
_3605_,3307.82
_0408_,3305.4
_0753_,3304.975
_1862_,3303.31
_0928_,3301.66
rf.registers\[25\]\[20\],3301.08
net2525,3300.78
_4152_,3300.08
net2452,3300.02
_3783_,3297.1
_0418_,3296.58
_3413_,3296.18
net2434,3294.12
net13,3293.02
net3254,3292.025
_4005_,3290.58
_4116_,3290.52
net1401,3289.78
_0290_,3288.18
net1221,3287.22
rf.registers\[31\]\[29\],3285
net3588,3284.785
_2555_,3283.14
_0483_,3282.585
_3772_,3281.48
net3944,3281.21
_3258_,3278.74
net1987,3278.26
_1760_,3277.7
_3565_,3275.82
_0258_,3273.485
_4093_,3273
net2276,3272.7
net3209,3272.575
_3162_,3272.44
net669,3272.37
_3816_,3269.47
_3536_,3269.26
net2831,3268.84
_0875_,3267.44
_3570_,3267.36
net3693,3266.34
net2092,3265.78
_0219_,3264.32
net2248,3261.66
_3815_,3257.875
net1573,3256.975
_3446_,3256.82
_0056_,3256.735
net1555,3255.535
rf.registers\[31\]\[0\],3253.99
_1613_,3253.04
net1761,3253.04
_0679_,3252.69
_3371_,3251.3
_0209_,3251.155
_1916_,3250.66
net3872,3250.34
net3103,3248.93
_3150_,3248.78
_3789_,3248.22
_0087_,3246.805
rf.registers\[13\]\[16\],3246.55
_0063_,3245.66
_3645_,3245.44
_3942_,3242.96
_3740_,3242.4
_2663_,3241.9
_0622_,3240.745
_0428_,3240
_0689_,3239.87
_0270_,3238.24
rf.registers\[23\]\[20\],3237.515
net4292,3234.28
net2823,3233.535
net1442,3232.86
_3508_,3231.64
_0661_,3230.245
_0722_,3228.66
net3416,3228.54
net3825,3228.36
_4046_,3226.24
net2970,3224.91
net1548,3224.8
net1373,3224.77
net3954,3224.62
net4416,3223.46
net151,3223.26
net3539,3222.065
_2616_,3221.87
net4384,3221.34
net2880,3221.265
_0618_,3221.2
_0267_,3219.66
net2516,3218.14
_0763_,3217.895
net2986,3217.72
net3542,3215.36
_3460_,3214.44
_4210_,3213.9
_3556_,3213.6
_2863_,3212
net2993,3210.96
net2987,3210.53
net3368,3210.265
rf.registers\[11\]\[18\],3210.215
net1729,3210.02
_3498_,3209.48
_1022_,3209.34
_0865_,3208.565
net2855,3208.095
net3822,3207.78
_3392_,3207.26
net58,3207.13
net4346,3206.83
_4015_,3206.56
net2975,3205.93
net1820,3205.925
_0433_,3205.56
net4072,3205.45
_3849_,3205.3
net2928,3204.78
_2938_,3201.04
_0085_,3196.54
_3088_,3196
net2137,3195.99
net3741,3194.22
_0148_,3193.93
_3465_,3191.94
_3845_,3190.12
net3314,3189.79
net3110,3189.615
_3867_,3189.34
rf.registers\[11\]\[17\],3188.74
net3846,3188.43
_4026_,3188.19
_3657_,3187.22
net3086,3187.145
net3032,3185.1
_0810_,3183.175
net3088,3182.08
rf.registers\[3\]\[3\],3179.88
_3801_,3179.36
net1447,3178.76
rf.registers\[18\]\[12\],3178.4
_3284_,3177.77
rf.registers\[16\]\[10\],3176.44
net163,3174.36
_3339_,3172.28
net3231,3171.84
net3177,3171.6
net2404,3171.28
net1314,3170.695
_0901_,3170.64
_0770_,3170.085
_0537_,3169.94
_3897_,3169.38
_0598_,3168.87
net3324,3168.83
_0621_,3168.46
net3969,3168.2
_0497_,3168.18
_3079_,3165.86
net3708,3165.32
_4017_,3163.8
_1015_,3163.035
rf.registers\[13\]\[8\],3162.65
net3247,3162.575
net1760,3161.93
net3133,3160.86
_0980_,3160.835
net2886,3160.53
net3725,3160.51
_3610_,3160.41
_0946_,3159.68
_2728_,3159.36
net167,3158.28
net3886,3156.58
net369,3156.24
_3072_,3156.02
net4017,3156.02
rf.registers\[14\]\[2\],3155.96
net3162,3155.7
net1629,3155.34
_3846_,3154.68
_1525_,3153.42
_0082_,3153.025
net2495,3152.62
net2951,3151.72
rf.registers\[1\]\[17\],3151.48
net3753,3151.195
_0580_,3150.44
net2143,3150.12
_1039_,3149.98
_4032_,3149.72
_1863_,3149.26
net3033,3149.25
net3555,3148.92
_0275_,3148.665
net124,3147.06
net2967,3145.945
net3403,3145.66
_2341_,3144.48
net3414,3143.875
rf.registers\[28\]\[7\],3142.5
_0739_,3142.12
net4071,3142
net2720,3141.58
_0720_,3141.23
_2765_,3140.71
_3946_,3139.22
_3666_,3139.14
net2966,3139.01
net3393,3138.78
rf.registers\[4\]\[28\],3138.02
_0981_,3137.92
net3884,3137.68
net3098,3137.575
net1661,3136.52
_4052_,3136.26
net2779,3135.98
net3618,3135.69
_0639_,3135.47
net3138,3134.45
net4198,3133.54
net2885,3133.16
net182,3132.14
_0606_,3132.02
net4363,3131.43
_0982_,3130.9
net3726,3130.72
net3482,3130.175
net4359,3130.1
net2517,3129.93
_0167_,3129.72
_0880_,3128.845
net2670,3127.7
net1914,3127.55
_3630_,3126.26
net2765,3125.98
_0021_,3123.635
net3615,3123.42
net1624,3121.88
_0115_,3121.8
net3274,3121.34
net3062,3121.33
_1788_,3120.66
net860,3120.425
net244,3118.42
net1440,3118
net3221,3117.71
rf.registers\[27\]\[29\],3116.03
_0190_,3114.79
_0803_,3114.46
net1728,3114.33
net1583,3113.915
net4486,3113.36
_0443_,3111
net4259,3110.66
net481,3110.2
net4491,3108.86
rf.registers\[20\]\[28\],3107.12
_0645_,3106.78
net1658,3106.02
net2867,3105.04
net202,3104.58
net3538,3104.42
net4115,3104.34
net1434,3104.16
net1137,3104.055
net1365,3103.75
net3875,3103.61
_3115_,3103.53
net4138,3103.49
net3864,3102.74
net3218,3102.62
rf.registers\[8\]\[1\],3102.215
_0043_,3102.12
net1359,3101.48
_4227_,3100.44
net3818,3099.54
net2949,3098.94
net1145,3097.68
_1499_,3097.58
_2443_,3096.72
net3467,3096.575
net1582,3096.44
_3865_,3095.84
net2825,3095.615
net3400,3093.915
net2842,3093.74
net3395,3092.32
net3630,3092.32
net3640,3092.04
_0672_,3091.5
net2514,3090.7
_0160_,3090.52
net2994,3089.63
_1625_,3089.46
net2742,3089.38
net2862,3089.28
net4075,3088.555
_1195_,3087.75
net3759,3087.66
net84,3086.59
_3782_,3086.58
net2753,3086.12
net4103,3086.1
net3902,3085.68
_0629_,3085.585
net3723,3085.27
net2735,3084.875
net4172,3084.71
net3469,3083.92
net3876,3082.37
net3839,3082.155
net3083,3082.06
rf.registers\[4\]\[14\],3081.31
net3796,3080.94
_1763_,3080.89
net2046,3080.54
net408,3080.14
_0576_,3080.11
_2771_,3080.01
net1639,3080
net4062,3079.69
net4443,3079.63
_3302_,3078.92
_3613_,3078.88
net3273,3078.77
net2408,3078.45
net3019,3077.94
rf.registers\[28\]\[6\],3077.595
net4211,3076.43
net4490,3076.16
net4219,3075.91
net2135,3075.72
net1660,3075.66
rf.registers\[10\]\[31\],3075.1
net1148,3074.76
net1840,3074.475
net3957,3073.62
net4184,3073.44
_0584_,3072.98
net3831,3072.92
net4315,3072.39
_4165_,3071.53
_0517_,3071.4
net2997,3071.26
_0767_,3070.56
rf.registers\[4\]\[5\],3070.385
net3167,3069.215
net3076,3068.64
net3581,3068.44
_0287_,3068.26
net4488,3067.36
net3486,3066.795
net3173,3066.6
net3509,3066.46
net4205,3066.36
_0602_,3066
net4131,3065.69
_3274_,3065.66
net14,3065.62
_1875_,3065.54
net3601,3064.7
net3855,3063.42
net2826,3062.91
net2181,3062.815
net4095,3062.385
net4142,3062.2
net2133,3062.01
_2628_,3061.16
rf.registers\[21\]\[9\],3061.05
net3188,3060.96
_3675_,3060.82
net1156,3060.7
net3201,3060.58
net1164,3060.48
net3303,3059.96
_2117_,3059.6
net3488,3058.7
_3626_,3058.57
net2958,3057.54
_2802_,3056.83
net3114,3056.21
net3318,3055.77
_0566_,3055.735
net1999,3055.7
net4074,3055.26
net1963,3054.97
net2617,3054.94
net3422,3054.04
net2758,3053.9
net3191,3053.695
net1977,3052.56
net1988,3052.4
net3775,3052.26
net2000,3052.25
net1980,3051.985
net3516,3051.8
net2050,3051.64
net3527,3051.465
net1591,3051.44
net2898,3050.83
_0848_,3050.68
net4335,3050.635
net3986,3050.37
_2270_,3049.1
net2794,3048.9
net3121,3048.76
_3555_,3048.715
net3964,3048.38
net3841,3048.16
net3850,3047.64
net3978,3047.155
net146,3046.86
net3012,3046.69
net2873,3046.54
net4037,3045.95
net3023,3045.94
net3566,3045.8
net906,3045.74
_3032_,3045.64
net3267,3044.82
net3420,3044.41
net1107,3044.22
net184,3043.42
net2060,3043.375
net4439,3042.48
net4168,3042.41
_0248_,3042.08
net3732,3041.96
net1141,3041.82
net3029,3041.74
net2924,3041.66
_4044_,3041.34
net3291,3041.32
net1759,3041.06
net1575,3040.925
net3773,3040.9
net2785,3040.86
net2947,3040.72
net4331,3040.67
_3256_,3040.64
_0469_,3040.04
net3594,3039.315
net1928,3039.17
net3442,3039.125
net2182,3038.855
net3238,3038.78
net3751,3038.745
_0170_,3038.48
net2775,3038.455
net3448,3037.435
net1602,3037.3
net42,3037.08
net3535,3036.7
net3865,3036.5
net501,3036.17
net3745,3036.01
_3236_,3035.68
_1708_,3035.64
net1322,3035.63
rf.registers\[7\]\[30\],3035.235
net1007,3035.155
_3620_,3034.62
net4179,3034.62
rf.registers\[23\]\[16\],3034.43
_3187_,3034.3
rf.registers\[14\]\[27\],3034.05
_2637_,3034.02
net3790,3033.85
net2904,3033.7
_3514_,3033.08
_0067_,3032.62
_4213_,3032.1
net3286,3031.46
_0744_,3031.355
net4228,3030.59
net154,3030.56
net2608,3030.52
net3607,3030.37
net1140,3030
net2847,3030
net3116,3029.81
net2875,3029.3
net3369,3029.275
_3064_,3029.12
net4026,3028.965
net3160,3028.4
net1313,3028.36
net3801,3028.24
_3027_,3028.2
net3104,3028.12
_2869_,3028.04
_4187_,3027.44
net2916,3027.05
net3214,3027.02
net3514,3026.2
net3186,3026.195
_0973_,3025.87
net3196,3025.7
_1658_,3025.67
net3277,3025.55
net4056,3025.52
net4487,3025.16
net3480,3025.02
net4176,3024.61
_3859_,3024.36
_4049_,3023.94
net1985,3023.76
net2185,3023.72
net1560,3023.62
net3922,3023.62
net3172,3023.58
net2524,3023.24
net3435,3022.76
net380,3022.2
net4489,3021.17
_3734_,3020.92
net1528,3020.71
_1381_,3020.58
_0178_,3020.56
net4116,3020.46
net3554,3020.34
net3096,3020.31
net3926,3020.1
net2934,3019.93
net2118,3019.78
net2609,3019.64
net1088,3019.605
net4263,3019.58
net3070,3019.505
net2282,3019.47
_0162_,3019.27
net1719,3019.26
net2059,3019.19
net3316,3018.84
rf.registers\[29\]\[8\],3018.75
net2595,3018.4
net321,3018.1
net3335,3017.88
net3292,3017.2
net2980,3017.16
net3838,3016.96
_0132_,3016.92
net2518,3016.76
net3685,3016.67
net3763,3016.38
net3490,3016.31
_0781_,3016.2
net1640,3016.14
net4273,3016.08
net3832,3015.935
net2864,3015.89
net1635,3015.62
net3115,3015.61
net2614,3015.545
net3874,3015.24
net2974,3015.21
net4403,3015.01
_0793_,3014.94
net4148,3014.84
_0064_,3014.6
net3219,3014
net3379,3013.78
net3042,3013.725
net4395,3013.64
net3642,3013.46
_3499_,3013.04
net4485,3012.4
net2754,3012.33
net251,3012.3
net3401,3012.11
net1017,3012.06
_0377_,3011.825
net2393,3011.76
net3059,3011.76
net1247,3011.58
net3534,3011.56
_1125_,3011.35
net376,3011.34
net3040,3011.205
net2412,3011.2
net2756,3011.05
_0937_,3010.9
net3285,3010.68
net1993,3010.54
net3803,3009.72
net4006,3009.52
net4063,3009.36
net3862,3009.26
net3522,3009.24
net3870,3009.24
net3696,3009.01
net1643,3008.48
_0211_,3008.44
net2220,3008.32
net4229,3008.25
net2489,3008.18
net846,3008.08
net2410,3007.99
_3025_,3007.98
net3649,3007.88
_3836_,3007.4
net1834,3007.18
net1960,3007.18
net535,3007.14
net3571,3006.82
net3737,3006.8
net4262,3006.78
net276,3006.62
net3857,3006.42
net3464,3006.285
_0845_,3006.075
net4306,3005.88
net4197,3005.74
_0375_,3005.705
net2167,3005.6
_1392_,3005.5
net400,3005.5
_2977_,3005.38
net1874,3005.25
net2121,3005.16
net2194,3004.95
net2827,3004.74
net2338,3004.61
net3692,3003.97
net1718,3003.88
_4127_,3003.77
net3296,3003.665
_0305_,3003.585
net3652,3003.2
net936,3002.8
_3160_,3002.46
net1544,3002.25
net4459,3001.82
net3683,3001.64
net4457,3001.56
_3893_,3001.38
net4122,3001.3
rf.registers\[18\]\[1\],3001.12
net980,3001.035
net2642,3000.86
net4323,3000.79
net454,3000.4
net4215,2999.81
_4020_,2999.52
net1344,2999.22
_2684_,2999.2
net852,2999.14
net4432,2998.94
net4370,2998.84
_0295_,2998.76
net160,2998.7
_0522_,2998.68
net3628,2998.6
_4195_,2998.38
net3009,2998.35
net4164,2998.29
net3341,2998.09
net4144,2998.08
net4099,2997.8
net2719,2997.74
net2320,2997.19
_0362_,2997.04
net3080,2997.04
net3123,2996.89
net4373,2996.84
net1956,2996.82
net409,2996.64
net3227,2996.29
net2090,2995.875
net2106,2995.62
net3340,2995.37
net3168,2995.18
net1215,2995.08
net4404,2994.85
net780,2994.82
_3635_,2994.76
_0611_,2994.26
net2356,2994.16
net4145,2994.02
net3199,2993.85
net4050,2993.8
net1889,2993.46
net500,2993.37
net2838,2993.26
net3391,2992.85
net371,2992.76
_0983_,2992.72
net3808,2992.54
net2360,2992.46
net3943,2992.19
_0065_,2992.12
net1422,2991.64
net3331,2991.57
net2622,2991.28
net4402,2991.195
net3783,2991.115
_3137_,2990.89
net162,2990.86
net3915,2990.7
net2766,2990.26
net1128,2989.94
net245,2989.84
_0329_,2989.8
net3659,2989.66
net4039,2989.66
_1824_,2989.62
_0979_,2989.255
net1144,2989.06
net2045,2989.02
net2102,2988.84
net4085,2988.76
net4109,2988.74
net1134,2988.3
net1526,2987.58
net2247,2987.42
net2411,2987.26
net2954,2987
net300,2986.38
net3738,2985.93
net4466,2985.83
net778,2985.38
net3584,2985.38
net625,2985.32
net1877,2985.27
net345,2985.25
net2349,2985.03
net2528,2984.96
net2604,2984.91
net2127,2984.84
_0159_,2984.78
_3754_,2984.74
net4221,2984.49
net2603,2984.38
net511,2984.34
net4051,2983.99
net4178,2983.97
net3126,2983.69
net3278,2983.34
rf.registers\[21\]\[19\],2983.33
net401,2983.32
net3869,2982.95
net3404,2982.5
net4421,2982.48
net3466,2982.38
net4451,2982.32
net2798,2981.76
_0095_,2981.4
net402,2981.24
net1539,2981.18
net3805,2980.68
net3907,2980.46
net273,2980.44
net4086,2980.335
net3269,2980.29
net2619,2980.23
net4478,2979.92
net1363,2979.79
net2802,2979.72
_0278_,2979.56
net2691,2979.54
net4096,2979.5
net3562,2979.475
net2506,2979.4
net3814,2979.3
net4340,2979.295
net2768,2979.12
net3676,2978.46
net3714,2978.415
net4472,2978.37
_4199_,2978.28
_1159_,2978.21
net4008,2977.78
net3965,2977.64
net3329,2977.415
net4382,2977.14
net4227,2976.83
net2291,2976.72
net3570,2976.7
net3147,2976.6
_0712_,2976.58
net3746,2976.55
net4061,2976.515
net470,2976.48
net1626,2976.46
net363,2976.27
net4364,2975.98
net370,2975.9
_3461_,2975.735
net1500,2975.6
net3477,2975.44
_0176_,2975.38
net885,2975.28
net3217,2975.1
net4003,2974.85
net503,2974.7
net3797,2974.64
net3945,2974.54
net2685,2974.4
net4070,2974.25
net844,2974.18
net438,2973.18
net156,2973.02
rf.registers\[29\]\[9\],2973
net924,2972.88
net2612,2972.82
net3027,2972.51
net2293,2972.5
net4194,2972.41
_3807_,2972.3
net3861,2972.155
net4200,2972.05
_3458_,2971.96
net3128,2971.75
net3180,2971.72
net3537,2971.5
net1135,2971.17
net4195,2971.01
net1961,2970.99
net725,2970.66
net2657,2970.52
_1700_,2970.5
net3789,2970.44
net3867,2970.3
net1667,2969.98
net4448,2969.97
net346,2969.88
net2394,2969.88
net209,2969.755
net1984,2969.46
_3606_,2969.28
_1397_,2969.27
rf.registers\[0\]\[14\],2969.08
net3678,2969
net4394,2969
net3767,2968.92
net1812,2968.73
net2589,2968.58
net4327,2968.11
net1467,2967.8
net3039,2967.68
net4004,2967.61
net3319,2967.49
net1222,2967.455
net1630,2967.14
net2679,2966.74
net549,2966.7
net4281,2966.58
net4408,2966.48
net4334,2966.44
net3611,2966.42
net4304,2966.31
_0296_,2966.21
net258,2966.16
net3185,2966.1
_1976_,2965.96
net2996,2965.9
net1871,2965.84
net1892,2965.66
net1525,2965.28
net3956,2965.18
net3069,2965.03
net1587,2964.76
net318,2964.62
net2695,2964.42
net161,2964.33
net349,2964.18
net1659,2964.08
_3288_,2964.03
net1390,2963.92
_3420_,2963.86
net2816,2963.72
_3245_,2963.24
net4328,2963.22
_2970_,2963.175
net1835,2962.9
net2687,2962.57
net194,2962.535
net4271,2962.47
net781,2962.34
rf.registers\[24\]\[3\],2962.315
net4283,2962.3
net252,2962.24
net3836,2962.155
