net,length_um
_0434_,3282.58
net843,3274.24
_0138_,3268.9
rf.registers\[1\]\[19\],3264.16
_0482_,3246.68
_0445_,3237.06
_0116_,3235.88
clknet_4_15_0_CLK,3233.16
_0525_,3232.08
net806,3211.06
net1564,3210
net1183,3208.19
_0068_,3200.97
net1368,3198.6
_0107_,3189.84
net516,3189.64
_0807_,3181.82
net736,3181.12
_1000_,3178.94
_0441_,3178.2
rf.registers\[0\]\[29\],3174.88
_0052_,3166.6
net1169,3157.19
net1173,3156.12
_1016_,3153.42
net642,3150.14
_0015_,3149.285
_0787_,3148.38
_0004_,3145.02
_0045_,3141.22
net1381,3139.88
net1225,3131.13
net957,3129.27
net142,3127.605
_0681_,3126.86
net956,3125.37
_0148_,3124.86
_0074_,3124.72
net533,3124.4
net1528,3121.48
net410,3117.39
_0561_,3115.2
_0126_,3111.7
net1534,3110.53
net1552,3110.455
_0495_,3109.12
_0747_,3101.48
net1254,3099.575
_0187_,3096.72
net1203,3090.335
net1378,3089.71
net1238,3088.4
net787,3088.22
_0163_,3088.08
net1492,3087.72
_0767_,3084.38
net484,3084.04
net490,3083.96
net1560,3083.16
net810,3082.1
clknet_4_12_0_CLK,3082.02
net1029,3081.75
net433,3081.54
net813,3081.065
net152,3080.94
net298,3076.4
net1394,3076.28
net1227,3075.27
_0707_,3072.22
net1114,3071.98
net222,3071.54
net489,3071.52
net1522,3071.26
net221,3070.66
_0504_,3070.48
net641,3070
_0448_,3065.46
net372,3063.75
net477,3063.04
net1497,3061.44
net1517,3059.48
net1515,3057.95
net1276,3057.47
net1190,3057.215
net14,3056.68
net1242,3056.56
net405,3056.43
net299,3054.18
net1502,3052.84
_0702_,3051.98
net935,3051.28
net640,3051.27
_0808_,3050.96
net306,3050.22
net1162,3049.18
net1360,3049.18
net520,3048.26
net770,3048.23
net411,3048.08
net945,3045.6
net143,3045.3
net1191,3044.32
net378,3043.78
net870,3043.12
net805,3042.62
net1251,3041.58
net1526,3038.72
net1213,3036.66
_0937_,3036.265
net803,3035.93
net745,3034.93
net183,3034.4
net312,3034.06
_0438_,3033.4
net1215,3031.16
net757,3028.98
_0908_,3028.44
net1369,3026.4
net1219,3026.22
net1496,3025.67
net215,3025.635
net1253,3025.28
net902,3024.94
_0039_,3021.76
net1353,3021.2
_0061_,3020.84
net752,3019.96
net903,3017.46
net731,3015.26
net585,3014.71
net962,3013.8
net1306,3013.38
_0447_,3012.22
net856,3011.84
net1209,3010.74
net1516,3009.86
net34,3008.72
net991,3008.52
net907,3007.76
net366,3007.71
net1482,3007.695
_0501_,3007.34
net874,3006.22
net1185,3005.78
net568,3005
net1142,3004.88
net1499,3004.74
net259,3003.87
net1281,3003.68
net475,3003.11
net416,3002.34
net691,3001.18
net321,3000.8
net1554,3000.32
net189,2999.12
net1233,2999.08
net1510,2998.72
net1188,2997.1
net741,2996.81
net1383,2996.335
net842,2995.5
net683,2995.11
net1140,2994.58
net1555,2992.44
net1252,2991.71
net1558,2991.42
net1355,2991.3
net1533,2991.25
net442,2990.5
net1171,2989.91
net925,2987.8
net1207,2987.56
net457,2986.76
net939,2986.16
net1164,2985.22
net1211,2983.48
net1341,2983.34
net1175,2983.3
net25,2983.28
net1220,2982.82
net1046,2982.27
net176,2982.18
rf.registers\[3\]\[25\],2980.94
net1042,2980.69
net811,2980.08
net1136,2979.52
net1134,2979.44
net1557,2979.22
net274,2979.04
net700,2978.28
net1537,2978.08
net1530,2978.05
net644,2977.42
net1531,2976.55
net38,2975.47
net235,2975.42
net508,2974.92
net892,2974.48
net408,2974.19
net1026,2974.04
net1328,2973.14
net339,2973.04
_0701_,2971.72
net303,2971.04
net1012,2969.92
net1344,2969.76
net1391,2969.44
net288,2969.24
net595,2968.85
net829,2968.62
net1182,2968.3
net1151,2967.58
net1122,2967.32
net626,2967.24
net347,2966.66
_0066_,2964.275
_0823_,2963.56
net1489,2963.27
net364,2962.64
net1550,2961.76
rf.registers\[0\]\[28\],2961.04
net239,2959.78
net290,2959.46
net1280,2959.18
net1561,2959.16
net1532,2959.13
_0534_,2958.92
net1187,2958.84
net1179,2958.54
net1402,2958.06
net830,2955.98
net1112,2955.4
net1545,2955.31
net977,2955.25
net1556,2955.08
_0018_,2954.9
net604,2954.89
net231,2954.64
net451,2954.46
net1200,2953.24
_1029_,2952.28
rf.registers\[0\]\[6\],2952.24
net721,2951.235
net943,2951.15
net1264,2951.14
net1503,2950.62
net1509,2950.54
net356,2949.86
_0005_,2949.64
net282,2949.14
net1291,2948.44
net1529,2948.27
net1559,2947.77
net1445,2947.435
net439,2946.94
net928,2946.7
net605,2946.68
net1563,2946.5
net562,2946.32
net392,2946.28
net1504,2946.28
net256,2946.02
net993,2945.8
net1538,2945.21
net817,2944.58
net487,2943.7
_0155_,2943.58
net597,2943.44
net1156,2942.6
net912,2942.47
net1540,2941.88
net544,2941.49
net1525,2940.82
net893,2940.8
net324,2939.98
net283,2939.82
net1553,2939.46
net225,2939.36
net357,2938.77
net474,2938.66
net879,2938.36
net1523,2937.4
net791,2937.34
net1262,2937.3
net333,2937.25
net1551,2936.99
net315,2936.95
net730,2936.86
net689,2936.54
net1549,2936.31
net244,2935.86
net1389,2935.84
net287,2935.71
net497,2935.6
_0160_,2935.22
net1141,2934.3
net944,2932.85
net1494,2932.54
net1345,2932.46
net1110,2932.28
net1237,2932.24
net232,2932.02
net230,2931.66
net500,2931.22
net402,2930.69
net1221,2930.58
net5,2930.44
net936,2930.05
net311,2929.54
net694,2929.46
net517,2929.12
net844,2928.44
net505,2926.84
net1326,2926.72
net491,2925.92
net1204,2925.52
net1310,2925.48
net1047,2925.4
net404,2925.34
_0558_,2925.28
net328,2925.16
net252,2925.02
net913,2924.72
net567,2924.58
net933,2924.08
net240,2924.04
net953,2923.9
net534,2923.68
net373,2923.62
net250,2923.32
net1266,2923.1
net292,2923.06
net471,2923.06
net343,2922.64
net501,2922.48
net300,2922.46
net1107,2922.36
net374,2921.68
net218,2921.16
net267,2920.84
net586,2920.12
net190,2920.04
net1308,2919.36
net462,2918.94
net872,2918.68
net360,2918.625
net1484,2918.5
net313,2917.12
net409,2916.53
net1361,2916.2
net258,2915.9
net2,2915.78
net792,2915.44
net468,2914.32
_0175_,2914.2
net161,2913.02
net740,2912.52
net582,2912.47
net203,2912.18
net379,2911.32
net297,2910.62
net257,2910.48
net1145,2910.44
net1539,2910.2
net365,2909.68
net794,2909.095
net989,2908.98
net979,2908.17
net782,2907.78
net795,2907.6
net449,2907.28
net1483,2907.04
net1423,2906.78
net1512,2906.75
net344,2905.46
net388,2905.36
net1327,2905.3
_0745_,2905.22
net1273,2904.56
net756,2904.44
net1456,2904
net871,2903.68
net982,2903.24
net1547,2902.7
net535,2902.55
net186,2902.2
net881,2902.14
net448,2901.62
net883,2901.5
net514,2900.66
net251,2899.46
net1439,2899.32
net437,2896.64
net949,2896.05
_0450_,2895.98
net1454,2895.38
clknet_4_4_0_CLK,2894.32
net1541,2893.85
net895,2893.16
net1290,2892.96
_0006_,2892.125
net898,2891.88
net1429,2891.52
_1031_,2891
net1027,2890.66
net1002,2889.86
net1480,2889.51
_0069_,2889.085
net973,2886.58
net443,2886.3
net241,2886.26
net855,2885.68
net310,2885.64
net1498,2885.48
net859,2885.18
net972,2884.95
net1486,2884.32
net1463,2883.54
net853,2883.22
net195,2883.04
net861,2882.04
net1144,2881.94
net747,2881.1
net1030,2880.315
net937,2880.15
rf.registers\[0\]\[7\],2879.87
net1198,2878.9
_0653_,2878.64
_0515_,2877.2
net322,2876.94
net327,2876.7
net599,2876.46
net749,2875.38
net1542,2874.3
net1548,2874.1
_0065_,2873.38
net1495,2873.2
net1440,2873.02
rf.registers\[1\]\[9\],2872.38
net1506,2870.38
net1228,2869.88
_0755_,2869.74
net882,2869.5
net1441,2868.76
net236,2867.08
net965,2866.63
net686,2866.58
net358,2866.52
net21,2866.5
net1160,2866.48
net869,2866.4
net1126,2865.94
net1108,2865.38
net1500,2865.09
net968,2863.28
_0040_,2861.26
net1149,2857.34
net323,2857.04
net961,2856.94
net1462,2856.94
net628,2855.4
net583,2855.34
net363,2854.22
net223,2854.18
net1420,2853.38
_0196_,2853.08
_0081_,2852.95
net1511,2852.9
net557,2852.22
net1305,2852.02
net1524,2850.98
net888,2850.36
clknet_4_3_0_CLK,2849.935
net39,2849.52
_0641_,2849.18
net955,2848.75
net606,2848.46
_0335_,2847.9
net1330,2846.96
_0137_,2846.84
net1294,2845.96
net761,2844.16
net737,2842.875
net652,2842.62
net1474,2842.35
net463,2841.9
net807,2841.38
net503,2841.28
net896,2840.84
net1125,2840.8
net852,2839.88
_0490_,2839.74
_0014_,2839.61
net380,2839.48
net1023,2839.31
net1037,2839.16
net598,2838.84
net627,2838.76
net19,2837.57
net781,2837.38
net662,2836.8
net1278,2836.2
net305,2836.18
net820,2835.94
_0070_,2835.455
net153,2835.24
net1501,2834.74
net1146,2834.58
net959,2833.41
net254,2832.48
net1477,2832.12
net831,2831.72
net750,2831.62
net910,2829.44
net1159,2829.3
net521,2828.68
net1346,2828.595
_0838_,2827.62
net1417,2827.16
_0108_,2825.335
net1199,2825.12
net976,2824.08
net1370,2823.78
net720,2823.56
net1025,2822.34
net966,2821.72
net777,2821.68
net367,2821.5
net350,2821.38
net1390,2820.53
_0507_,2818.26
_0282_,2817.66
_0007_,2817.34
net789,2816.1
net1020,2814.73
net391,2813.73
net1019,2813.51
net507,2810.54
net1421,2809.06
net1109,2806.42
_1030_,2805.64
net1111,2805.58
net185,2805.34
net1485,2804.5
net1128,2804.21
net981,2803.76
net942,2803.68
net26,2803.32
net1320,2802.3
net1001,2801.94
net1312,2801.92
net255,2801.535
net748,2800.42
_0552_,2800.28
_0856_,2799.08
net1127,2798.72
net929,2796.68
net1148,2796.175
net868,2796.02
net368,2793.46
_0574_,2792.74
net1304,2792.58
_0145_,2791.6
_1005_,2791.38
net485,2790.86
net338,2789.85
net1000,2788.39
net1427,2786.42
net319,2784.56
net978,2784.26
net1021,2783.06
rf.registers\[2\]\[16\],2780.78
net1469,2780.32
_0873_,2778.34
net22,2776.155
net1131,2773.76
net963,2773.11
net1424,2771.6
net1407,2771.52
_0021_,2771.505
net314,2771.24
_0056_,2770.96
net751,2769.14
net342,2768.28
net788,2766.38
net1165,2766.3
net1408,2765.82
net1045,2763.74
net1398,2759.34
net325,2759.32
net997,2758.51
net1358,2757.56
net1038,2757.26
net854,2756.45
net1451,2756.34
rf.registers\[0\]\[25\],2755.87
_0150_,2755.7
clknet_4_0_0_CLK,2749.68
_0457_,2747.02
net607,2746.8
net804,2745.3
net1382,2744.86
net1521,2743.52
net1449,2742.5
net1129,2742.47
net403,2739.34
net1473,2737.28
_0571_,2736.94
net1318,2736.42
net738,2735.86
net1218,2735.18
net575,2734.12
net1514,2733.47
_0582_,2732.54
net515,2732.12
_0238_,2730.32
net860,2728.55
net1235,2728.295
net1491,2727.92
net1471,2725.87
net294,2725.4
_0322_,2723.195
net1153,2720.06
net969,2719.18
net880,2718.44
net971,2716.41
net862,2715.83
_1018_,2715.04
net1258,2712.74
_0593_,2712.1
net307,2711.62
net1488,2709.6
_0660_,2706.74
net461,2706.06
net1535,2704.24
net819,2702.48
net1376,2698.66
net389,2697.35
net1196,2694.395
net916,2694.1
rf.registers\[1\]\[23\],2693.88
_0878_,2693.5
_0279_,2692.74
net1362,2690.68
net742,2690.18
_0254_,2689.73
_0139_,2687.5
net1403,2687.44
_0859_,2686.3
net1352,2685.72
net1433,2684.98
net295,2684.22
net511,2683.94
_0922_,2683.45
net1123,2682.8
net486,2682.36
_0947_,2682.24
_0575_,2681.94
net1431,2680.8
_0497_,2679.96
net1337,2679.435
net1244,2677.8
net1419,2677.16
net301,2676.38
_0104_,2676.285
_0474_,2675.74
net1373,2673.575
net538,2672.26
_0208_,2670.44
_0718_,2668.24
_0646_,2667.14
net124,2665.76
net349,2660.32
net964,2659.3
_1089_,2656.86
_0799_,2656.4
_0113_,2655.56
_0353_,2654.22
_1040_,2654.16
net302,2653.935
net926,2653.86
net293,2653.8
net1513,2653.5
rf.registers\[1\]\[7\],2652.415
_0185_,2649.84
_0988_,2647.5
_1041_,2645.52
_0076_,2644.98
net886,2642.035
_0275_,2640.66
_0017_,2639
net36,2638.77
_1080_,2638.16
net253,2637.94
net122,2636.715
_0549_,2633.2
_0261_,2628.34
_0621_,2628.32
_0220_,2627.76
rf.registers\[3\]\[26\],2625.18
_0471_,2624.04
_0269_,2623.47
net941,2621.08
net418,2620.27
net1147,2618.84
_0010_,2617.32
net983,2615.78
net1334,2614.84
net735,2614.42
net436,2612.96
net940,2612.16
net1395,2609.98
net370,2609.195
net1158,2608.86
net744,2606.82
net1475,2606.63
net952,2606.2
net985,2606.1
net685,2605.52
net690,2604.36
_0032_,2604.08
_0797_,2603.84
net352,2598.78
net1428,2598.46
_0858_,2598.42
_0494_,2597.8
net1365,2594.56
net1371,2593.12
_0783_,2591.72
net1350,2591.48
net1453,2591.2
_0722_,2588.43
net1309,2587.34
net1167,2586.14
net1017,2586.06
net1297,2582.44
_0861_,2581.58
net1248,2581.54
net1139,2581.34
_0248_,2580.84
_0619_,2580.52
net1311,2580.11
_0169_,2579.51
_0343_,2578.3
net1351,2576.9
net1295,2574.5
net1338,2574.18
net1339,2573.78
net401,2572.2
net1385,2571.03
_0454_,2570.94
net1536,2569.21
net697,2563.88
_0957_,2562.34
net1,2561.18
net447,2560.26
_0614_,2559.3
net348,2558.32
_0053_,2557.42
net733,2556.7
net950,2556.08
clknet_4_2_0_CLK,2555.76
net136,2555
_0989_,2553.04
net1260,2552.62
_0489_,2552.4
net277,2551.98
net815,2548.395
_0870_,2548.14
_0978_,2547.92
_0523_,2545.1
net1267,2543.55
net470,2541.27
net1050,2541.23
_0626_,2536.18
net1117,2535.06
net603,2534.08
net1214,2532.205
net1113,2531.245
net320,2530.9
net1178,2529.86
net780,2529.72
net1416,2529.26
net1143,2525.92
net1154,2525.82
_0663_,2522.42
net814,2520.34
net1411,2518.96
net1245,2516.67
net472,2513.23
net755,2511.6
net1216,2510.6
_0866_,2507
net809,2505.6
net1379,2505.52
net816,2504.24
net1332,2502.94
_0578_,2500.74
_0096_,2500
net980,2499.73
net326,2499.58
net512,2497.32
_0688_,2496.8
net280,2496.46
_1068_,2493.92
_0815_,2491.54
net1048,2491.39
net8,2490.14
_0119_,2490.08
net760,2488.64
_0883_,2488.52
net1298,2487.06
net974,2485.41
_0510_,2485.06
net406,2484.8
net1481,2483.79
net553,2481.14
_0752_,2480.92
net467,2480.22
net1302,2479.96
net435,2478.76
net1195,2477.55
net695,2477.06
net41,2475.08
_0063_,2474.325
net954,2471.68
net371,2471.3
_1039_,2471.12
net1011,2469.48
net220,2467.36
rf.registers\[3\]\[23\],2465.895
net878,2465.76
_0083_,2465.64
net1177,2462.72
_0528_,2460.8
net1476,2460.58
_0801_,2460.16
_0165_,2458.47
net946,2457.7
_0744_,2456.64
net1288,2456.41
net948,2455.32
_1001_,2454.96
_0276_,2454.7
_0034_,2452.86
net1418,2452.58
net1212,2452.17
_0994_,2451.28
net1051,2451.195
_0332_,2449.52
_0601_,2448.22
net1507,2448.07
_0109_,2447.44
net1321,2445.64
net693,2444.2
net1031,2444.2
net345,2442.8
net1161,2442.42
net1289,2442.38
net1201,2441.86
_0828_,2441.74
_0000_,2441.4
net1138,2440.88
net1343,2437.16
_0942_,2436.72
net1210,2433.92
net1340,2427.5
_0645_,2427.48
_0517_,2426.64
net927,2426.48
net1478,2426.31
net522,2424.92
_0466_,2423.96
net1043,2422.22
net596,2421.94
net1331,2419.46
net996,2418.92
net778,2418.18
net1250,2417.47
net643,2415.815
_0491_,2412.38
net938,2412.36
net337,2408.76
net574,2406.56
clknet_4_6_0_CLK,2406.26
net1226,2400.78
_0897_,2399.88
net1357,2398.46
net602,2397.9
_0080_,2396.865
net1544,2396.38
net1246,2396.06
_1100_,2395.96
_0584_,2395.73
net1374,2395.62
net272,2395.5
_0106_,2394.34
_0486_,2393.98
_0159_,2391.33
net995,2390.82
_0927_,2386.84
net1223,2386.02
net688,2385.92
_0026_,2381.74
net1422,2380.26
_0738_,2378.64
net960,2377.39
net877,2377.22
net469,2376.22
net1348,2376.2
net506,2376.17
net1132,2375.415
_0742_,2375.29
_0127_,2375.04
_0631_,2372.07
net1401,2371.82
net1255,2370.98
net1314,2370.92
_0513_,2370.8
net623,2370.24
_0479_,2368.28
net958,2367.14
net1036,2366.94
_0286_,2366.88
clknet_4_5_0_CLK,2364.76
net808,2364.36
_0998_,2362.92
_0938_,2362.16
net1393,2358.72
_0508_,2357.8
net1436,2357.5
_0774_,2357.25
net1032,2356.6
net1279,2355.74
net6,2354.66
net456,2354.26
net1386,2346.42
_0743_,2345.96
_0522_,2345.7
net947,2344.4
net1322,2344.32
net1039,2342.92
net1384,2342.45
_0919_,2342.02
_1064_,2339.6
net1284,2339.26
clknet_4_8_0_CLK,2338.86
_0647_,2333.45
_0082_,2332.345
_0439_,2331.36
_0102_,2328.86
net1180,2328.42
net655,2327.56
_1007_,2325.82
net633,2325.56
net1356,2324.88
_0793_,2324.62
clknet_4_1_0_CLK,2324.215
_0067_,2322.335
net917,2320.28
net1467,2318.68
_0973_,2318.1
net355,2317.52
net994,2316.76
net1562,2315.745
_1094_,2314.88
net510,2312.09
net1490,2312.02
net552,2311.64
net858,2311.36
net1438,2305.34
_0394_,2301.8
net992,2301.7
net9,2300.92
_1015_,2299.11
net894,2296.68
_0714_,2295.08
net1400,2293.44
net1413,2292.78
net576,2291.06
net1329,2289.64
_0072_,2288.44
net930,2287.3
net1241,2285.06
net1437,2280.84
net1259,2280.25
_0818_,2279.44
net876,2278.745
net999,2277.95
net1324,2277.54
net1493,2276.72
net986,2276.15
net812,2275.46
net998,2274.64
net1176,2270.14
_0179_,2269.36
net754,2268.34
clknet_4_14_0_CLK,2266.62
net329,2266.21
net385,2265.62
_0955_,2262.72
net1231,2260.62
net1388,2259.38
_0184_,2257.66
net529,2256.45
net498,2255.53
_1098_,2254.525
net1232,2253.42
net759,2253.22
net875,2251.48
_0251_,2250.5
_0617_,2249.65
net1296,2249.34
net369,2247.62
net988,2247.04
net279,2246.9
net1396,2244.26
_0242_,2243.32
net219,2242.96
net793,2240.62
net934,2239.91
_0627_,2239.12
_0968_,2237.76
net1170,2235.76
net743,2234.32
net768,2233.14
_0503_,2232.8
_0612_,2231.66
net1268,2228.6
net1300,2228.34
net1224,2227.6
_0792_,2225.88
_0380_,2224.56
net984,2223.22
_1074_,2223.02
net732,2221.755
net513,2221.3
_0095_,2218.865
net624,2218.34
net1269,2217.1
net1293,2214.68
_0291_,2213.02
net600,2211.08
net1543,2210.39
net261,2209.18
_0115_,2208.94
_0284_,2207.44
net1277,2206.62
net1333,2206.24
_0914_,2205.54
net563,2204.36
net1121,2203.84
net873,2202.04
net1040,2201.38
_0964_,2200.42
net502,2199.17
net1193,2198.64
net1049,2197.93
net1466,2196.78
net1364,2194.72
net266,2189.92
_1095_,2186.62
net532,2185.72
net249,2185.02
net1035,2184.86
net1041,2184.39
net1307,2183.44
net278,2183.1
net1316,2181.88
_0737_,2181.68
net1434,2181.68
net1015,2180.455
net1243,2179.75
net1448,2178.42
_0924_,2178.22
_0874_,2178.16
net1286,2175.9
_1022_,2173.84
_0114_,2173.44
net1222,2170.98
_0520_,2170.8
_0492_,2169.72
net1359,2168.68
net1033,2168.56
net273,2168.3
net1261,2166.86
net722,2164.24
net446,2162.28
net509,2159.12
net1301,2158.1
net1443,2156.22
_0157_,2153.74
net1274,2152.59
net900,2151.32
net1206,2151.28
net1317,2151.02
_1079_,2150.535
net353,2144.06
net1392,2143.72
net224,2142.76
_0111_,2142.56
net1005,2142.56
net1487,2141.74
net1458,2140.06
_0506_,2139.54
net1157,2139.1
net1442,2138.06
net284,2134.58
net1336,2134.56
net419,2133.82
_0834_,2132.96
net1363,2132.66
net1430,2129.62
net1194,2128.36
net857,2127.6
net1375,2124.08
_0476_,2121.36
net262,2121.24
net723,2117.56
_0136_,2116.8
net967,2116.03
net1044,2114.35
rf.registers\[1\]\[17\],2113.84
net1410,2111.44
net499,2110.3
net1202,2110.12
net1546,2109.64
net132,2108.48
net390,2107.32
net1450,2101.94
net1366,2100.78
net1347,2100.76
net845,2100.36
net818,2100.24
net776,2097.18
_0500_,2097.06
net1505,2096.88
net1414,2096.16
net1263,2094.2
_0831_,2093.74
_0693_,2093.62
net970,2093.16
net1397,2092
_0773_,2091.86
rf.registers\[3\]\[11\],2091.18
net1472,2090.78
_0297_,2086.12
net1152,2085.88
net531,2081.26
_0827_,2080.88
net924,2079.62
net351,2078.86
net899,2078.08
_0089_,2077.7
net1455,2076.92
net1372,2075.72
_0041_,2074.31
rf.registers\[0\]\[10\],2072.85
net1257,2072.03
net1186,2071.88
net1014,2070.8
net1444,2067.32
net951,2066.94
net1270,2066.84
net1303,2063.68
rf.registers\[2\]\[26\],2061.57
_0058_,2061.04
net1192,2059.87
_0189_,2059.8
net914,2058.06
_0630_,2057.765
net1239,2056.96
net1405,2055.14
_0786_,2053.36
net1319,2053.01
net1168,2052.86
net304,2052.48
rf.registers\[0\]\[13\],2051.3
_0762_,2049.71
_0730_,2048.96
_0781_,2048.84
_0229_,2048.3
net98,2047.68
net1285,2046.56
_0168_,2046.1
_0782_,2045.76
net1461,2044.18
_1037_,2041.38
_0748_,2039.56
net769,2038.26
_0864_,2034.88
_0144_,2031.84
net1406,2031.84
net1404,2031.42
_0569_,2029.98
net1006,2026.2
_0395_,2024.08
net434,2023.64
_0044_,2023.56
net1013,2022.37
_0695_,2021.82
net1315,2016.54
net884,2015.475
net483,2015.16
_0025_,2014.685
_0725_,2014.6
net450,2013.08
_0560_,2011.04
_0167_,2010.92
_0008_,2009.26
net1208,2008.64
_0566_,2006.75
net1230,2006.1
net281,2005.48
_0678_,2004.1
_0013_,2003.8
_0951_,2003.26
_0825_,2002.12
_0011_,2001.48
net1174,2000.6
net684,1998.2
net1282,1996.56
net904,1995.12
net1415,1994.5
_0237_,1993.6
net1323,1992.715
net1256,1990.72
net504,1990.32
net625,1988.26
net1460,1986.3
net1313,1985.54
_0217_,1982.94
net407,1981.84
net68,1981.02
_0252_,1980.98
net1163,1980.48
_0272_,1977.54
_0470_,1972.78
_0484_,1972.14
_0437_,1971.98
net1024,1970.28
net653,1967.18
_0640_,1967.05
_0933_,1966.64
net1432,1965.28
net24,1960.18
_0524_,1959.7
net1354,1957.34
net1118,1955.775
net1292,1954.37
rf.registers\[1\]\[8\],1954.32
_0796_,1949.26
net1527,1947.76
net1265,1947.33
clknet_4_10_0_CLK,1947.095
net496,1944.48
net1115,1943.7
_0141_,1942.825
net753,1941.22
net82,1937.52
net584,1935.74
net1150,1935.22
_0166_,1934.44
_0916_,1932.64
_0981_,1929.58
net1465,1929.18
net1189,1929.095
net1457,1927.74
net62,1927.08
net1197,1925.87
net1468,1924.5
net1229,1921.64
_0532_,1921.62
net932,1919.68
_0934_,1918.76
_0602_,1916.035
_0594_,1908.88
net1271,1908.5
_0854_,1907.5
_0530_,1907.38
net47,1906.08
_0307_,1904.08
_0749_,1903.74
net923,1895.42
_0328_,1894.64
_0131_,1892.62
net1236,1891.31
net362,1891.12
_0228_,1890.26
_0225_,1887.44
_0092_,1887.085
net1205,1885.88
net823,1882.52
_0158_,1874.84
_0050_,1872.38
net1034,1870.12
_0309_,1869.92
_0473_,1867.4
rf.registers\[0\]\[15\],1866.74
_0768_,1863.8
_0202_,1862
net1387,1860.46
_0764_,1859.22
_0972_,1855.76
_0172_,1852.99
net1325,1852.24
net1093,1851.22
_0535_,1850.62
_0465_,1849.9
net1452,1849.48
_0337_,1848.88
clknet_4_13_0_CLK,1848.58
rf.registers\[2\]\[5\],1847.1
_0452_,1845.98
net897,1843
_0253_,1841.5
rf.registers\[2\]\[22\],1841.24
_0475_,1837.72
_0805_,1830.81
net105,1830.58
_0463_,1829.32
net1022,1827.74
rf.registers\[1\]\[22\],1826.38
rf.registers\[2\]\[25\],1826.14
net1342,1825.9
rf.registers\[2\]\[6\],1825.24
_0855_,1821.4
net1172,1820.86
net1086,1819.46
_0183_,1819.39
_1066_,1818.62
net97,1817.78
_0406_,1814.8
_0033_,1813.78
net482,1810.08
net1099,1806.04
net790,1803.48
net696,1799.64
net336,1796.9
rf.registers\[3\]\[30\],1795.24
net1016,1794.035
net42,1793.38
net1426,1792.36
net1004,1788.94
_0611_,1787.575
net1446,1786.58
net975,1783.18
rf.registers\[1\]\[6\],1782.62
net81,1782.28
net1181,1780.44
_0213_,1780.26
net1085,1776.8
_0410_,1774.82
net601,1770.74
_0567_,1768.74
_0946_,1767.3
rf.registers\[3\]\[13\],1765.38
net438,1765.125
net1135,1764.56
net779,1762.3
net399,1759.91
net901,1759.39
_0697_,1757.24
net1101,1757.02
net393,1755.86
clknet_4_11_0_CLK,1755.3
net1073,1750.84
net440,1749.44
net386,1749.38
_0421_,1747.62
net430,1747.32
net1028,1743.99
net1097,1742.64
net481,1741.92
_0485_,1741.82
net382,1740.94
_0327_,1740.14
_0028_,1738.82
net1184,1738.38
_0683_,1737.42
clknet_4_9_0_CLK,1736.02
net340,1735.36
_0264_,1733.26
net1447,1731.26
net296,1729.28
net387,1728.9
net1130,1727.48
net80,1726.86
_0075_,1726.15
_0388_,1724.64
_0192_,1723.24
rf.registers\[3\]\[1\],1721.98
_0772_,1721.61
net1062,1720.34
_0364_,1717.96
_0022_,1716.8
net1091,1716.06
_0480_,1714.98
net109,1714.76
net1520,1714.2
_0713_,1712.93
_0378_,1712.46
net1092,1711.26
net725,1710.82
_0397_,1709.56
net1102,1709.56
net1080,1708.98
