net,length_um
net1,50.66
net2,48.14
net3,47.94
_04_,40.66
net4,39.76
_00_,39.42
_02_,37.64
_01_,33.55
net11,33.04
net7,32.92
net5,29.12
net6,28.61
net8,26.26
net9,25.46
net12,22.08
net13,21.82
_06_,21.36
_09_,19.74
net14,17.68
_03_,17.02
net15,15.76
net16,13.84
in[7],12.79
out[0],11.89
in[0],11.07
out[7],10.61
_05_,8.74
in[4],7.71
out[6],6.69
in[1],6.33
in[5],6.31
_07_,6.18
in[3],5.97
out[3],5.29
out[5],5.29
in[2],4.61
in[6],4.61
_08_,4
out[1],3.93
out[2],3.93
out[4],3.93
net10,2.16
