net,length_um
_1181_,14.6
cpu_inst.regfile_inst.registers\[15\]\[24\],14.6
cpu_inst.regfile_inst.registers\[25\]\[26\],14.6
cpu_inst.regfile_inst.registers\[9\]\[3\],14.56
_0933_,14.51
cpu_inst.regfile_inst.registers\[6\]\[6\],14.5
_1256_,14.46
cpu_inst.regfile_inst.registers\[24\]\[20\],14.45
cpu_inst.regfile_inst.registers\[6\]\[18\],14.42
_1646_,14.4
_1888_,14.38
_2244_,14.34
_2354_,14.32
_1007_,14.3
_1818_,14.3
cpu_inst.regfile_inst.registers\[5\]\[30\],14.3
_1083_,14.28
_0757_,14.26
_0507_,14.22
cpu_inst.regfile_inst.registers\[6\]\[16\],14.2
_0822_,14.18
cpu_inst.regfile_inst.registers\[24\]\[9\],14.18
cpu_inst.regfile_inst.registers\[5\]\[31\],14.18
_1571_,14.14
_2371_,14.12
cpu_inst.regfile_inst.registers\[6\]\[11\],14.12
cpu_inst.regfile_inst.registers\[4\]\[7\],14.1
cpu_inst.regfile_inst.registers\[7\]\[14\],14.1
_0902_,14.08
cpu_inst.regfile_inst.registers\[10\]\[25\],14.08
cpu_inst.regfile_inst.registers\[7\]\[30\],14.02
_1162_,14
_1758_,14
_1814_,14
cpu_inst.regfile_inst.registers\[15\]\[15\],13.96
cpu_inst.regfile_inst.registers\[25\]\[29\],13.96
cpu_inst.regfile_inst.registers\[4\]\[28\],13.94
cpu_inst.regfile_inst.registers\[6\]\[12\],13.9
cpu_inst.regfile_inst.registers\[2\]\[28\],13.88
cpu_inst.regfile_inst.registers\[10\]\[8\],13.84
cpu_inst.regfile_inst.registers\[5\]\[29\],13.84
cpu_inst.regfile_inst.registers\[9\]\[23\],13.84
_0544_,13.835
_1393_,13.8
cpu_inst.regfile_inst.registers\[24\]\[5\],13.72
_1618_,13.7
_1509_,13.69
_1519_,13.66
cpu_inst.regfile_inst.registers\[10\]\[23\],13.66
cpu_inst.regfile_inst.registers\[0\]\[31\],13.64
_1537_,13.62
_0643_,13.6
_1860_,13.6
_1881_,13.6
_1857_,13.58
cpu_inst.regfile_inst.registers\[24\]\[18\],13.56
cpu_inst.regfile_inst.registers\[9\]\[12\],13.56
cpu_inst.regfile_inst.registers\[9\]\[7\],13.56
_1520_,13.55
_2303_,13.54
_2531_,13.5
cpu_inst.regfile_inst.registers\[1\]\[15\],13.5
cpu_inst.regfile_inst.registers\[24\]\[21\],13.48
_0361_,13.465
_1233_,13.46
_1194_,13.425
_0998_,13.42
_1707_,13.42
_2269_,13.42
cpu_inst.regfile_inst.registers\[1\]\[8\],13.42
_1195_,13.38
_2207_,13.38
cpu_inst.regfile_inst.registers\[5\]\[20\],13.38
cpu_inst.regfile_inst.registers\[8\]\[9\],13.38
_1274_,13.37
cpu_inst.display_inst.counter\[5\],13.36
_2520_,13.34
_1038_,13.3
_0828_,13.28
cpu_inst.regfile_inst.registers\[8\]\[27\],13.28
cpu_inst.regfile_inst.registers\[1\]\[16\],13.26
_1861_,13.24
cpu_inst.regfile_inst.registers\[4\]\[30\],13.22
cpu_inst.regfile_inst.registers\[5\]\[6\],13.22
_0814_,13.14
_2524_,13.14
cpu_inst.regfile_inst.registers\[11\]\[31\],13.12
cpu_inst.display_inst.counter\[2\],13.11
cpu_inst.regfile_inst.registers\[0\]\[18\],13.1
cpu_inst.regfile_inst.registers\[2\]\[12\],13.1
_0482_,13.085
_1374_,13.08
_2163_,13.08
cpu_inst.decoder_inst.current_pc\[28\],13.075
_1008_,13.06
_2308_,13.06
cpu_inst.regfile_inst.registers\[10\]\[12\],13.04
_0502_,12.98
_0576_,12.98
_1526_,12.96
_2335_,12.96
_1278_,12.92
cpu_inst.regfile_inst.registers\[7\]\[11\],12.92
cpu_inst.regfile_inst.registers\[1\]\[22\],12.88
cpu_inst.regfile_inst.registers\[25\]\[15\],12.88
_1720_,12.86
_1319_,12.82
_1268_,12.8
cpu_inst.regfile_inst.registers\[0\]\[9\],12.8
_0927_,12.76
_0980_,12.74
_1873_,12.72
cpu_inst.regfile_inst.registers\[0\]\[10\],12.72
cpu_inst.regfile_inst.registers\[9\]\[14\],12.72
cpu_inst.regfile_inst.registers\[15\]\[1\],12.7
_0965_,12.68
_1269_,12.68
cpu_inst.regfile_inst.registers\[7\]\[7\],12.66
_1593_,12.64
cpu_inst.regfile_inst.registers\[11\]\[17\],12.64
_1327_,12.62
cpu_inst.regfile_inst.registers\[24\]\[4\],12.62
_1949_,12.58
_1591_,12.56
_0264_,12.545
_0299_,12.545
_0795_,12.54
_1473_,12.54
_1880_,12.54
cpu_inst.regfile_inst.registers\[9\]\[30\],12.54
_1463_,12.5
cpu_inst.decoder_inst.current_pc\[8\],12.5
cpu_inst.regfile_inst.registers\[24\]\[7\],12.5
_0730_,12.46
_1158_,12.46
_1680_,12.46
cpu_inst.regfile_inst.registers\[25\]\[6\],12.46
_1738_,12.44
cpu_inst.regfile_inst.registers\[4\]\[27\],12.42
_1896_,12.4
cpu_inst.regfile_inst.registers\[25\]\[3\],12.4
_1239_,12.36
cpu_inst.regfile_inst.registers\[25\]\[25\],12.34
_0533_,12.32
_1794_,12.3
_1932_,12.3
cpu_inst.regfile_inst.registers\[5\]\[5\],12.28
_1178_,12.26
_2533_,12.26
cpu_inst.regfile_inst.registers\[1\]\[26\],12.26
cpu_inst.regfile_inst.registers\[25\]\[27\],12.26
cpu_inst.regfile_inst.registers\[2\]\[24\],12.24
cpu_inst.regfile_inst.registers\[4\]\[16\],12.24
_1431_,12.2
cpu_inst.regfile_inst.registers\[4\]\[0\],12.2
cpu_inst.regfile_inst.registers\[7\]\[31\],12.2
cpu_inst.regfile_inst.registers\[8\]\[0\],12.18
_2210_,12.14
_0719_,12.12
cpu_inst.regfile_inst.registers\[10\]\[30\],12.12
cpu_inst.regfile_inst.registers\[5\]\[10\],12.12
cpu_inst.regfile_inst.registers\[7\]\[18\],12.12
cpu_inst.regfile_inst.registers\[2\]\[5\],12.1
_0504_,12.08
_1066_,12.08
cpu_inst.regfile_inst.registers\[1\]\[24\],12.08
_1006_,12.04
_1556_,12.04
_1742_,12.04
_0787_,12.02
cpu_inst.regfile_inst.registers\[25\]\[16\],12
cpu_inst.regfile_inst.registers\[8\]\[20\],12
cpu_inst.regfile_inst.registers\[4\]\[10\],11.98
_0830_,11.94
cpu_inst.regfile_inst.registers\[1\]\[13\],11.92
_2343_,11.9
_1750_,11.88
cpu_inst.regfile_inst.registers\[1\]\[2\],11.88
_1581_,11.84
_1914_,11.84
_0367_,11.825
_1044_,11.82
_1149_,11.82
_1895_,11.795
cpu_inst.regfile_inst.registers\[1\]\[20\],11.78
_1584_,11.76
_1894_,11.76
_2356_,11.74
cpu_inst.regfile_inst.registers\[11\]\[11\],11.72
_1210_,11.7
_1238_,11.7
_1281_,11.7
_1282_,11.68
_2175_,11.68
cpu_inst.regfile_inst.registers\[11\]\[13\],11.68
_0957_,11.66
_1828_,11.66
_1839_,11.66
cpu_inst.regfile_inst.registers\[25\]\[22\],11.62
_0733_,11.58
_1787_,11.58
cpu_inst.regfile_inst.registers\[24\]\[14\],11.56
cpu_inst.regfile_inst.registers\[24\]\[27\],11.54
cpu_inst.regfile_inst.registers\[24\]\[2\],11.54
_1453_,11.52
cpu_inst.regfile_inst.registers\[0\]\[23\],11.5
cpu_inst.regfile_inst.registers\[1\]\[10\],11.5
_1352_,11.48
_1459_,11.48
_2266_,11.48
_0477_,11.465
cpu_inst.regfile_inst.registers\[15\]\[8\],11.46
cpu_inst.regfile_inst.registers\[0\]\[7\],11.42
_0885_,11.38
_1180_,11.38
_1815_,11.38
_1856_,11.375
_1541_,11.34
cpu_inst.regfile_inst.registers\[0\]\[11\],11.34
_1719_,11.32
cpu_inst.regfile_inst.registers\[6\]\[22\],11.32
_1166_,11.3
cpu_inst.regfile_inst.registers\[7\]\[24\],11.3
_1966_,11.24
_2353_,11.2
cpu_inst.regfile_inst.registers\[4\]\[12\],11.2
_1819_,11.18
_1698_,11.12
_2115_,11.12
_2166_,11.12
_2228_,11.12
_1350_,11.1
cpu_inst.regfile_inst.registers\[7\]\[26\],11.1
_0837_,11.08
cpu_inst.regfile_inst.registers\[11\]\[6\],11.08
_0764_,11.07
_0130_,11.065
_1051_,11.04
_1785_,11.04
_0126_,11.025
cpu_inst.regfile_inst.registers\[11\]\[29\],11
_1525_,10.98
_0989_,10.96
_1379_,10.96
cpu_inst.regfile_inst.registers\[15\]\[12\],10.96
cpu_inst.regfile_inst.registers\[24\]\[31\],10.96
_0991_,10.9
_1701_,10.9
_2127_,10.9
_2399_,10.9
_0842_,10.88
cpu_inst.regfile_inst.registers\[25\]\[18\],10.88
_0934_,10.86
_1669_,10.86
cpu_inst.regfile_inst.registers\[8\]\[10\],10.86
cpu_inst.regfile_inst.registers\[8\]\[4\],10.86
_2410_,10.82
cpu_inst.regfile_inst.registers\[2\]\[7\],10.82
cpu_inst.regfile_inst.registers\[6\]\[30\],10.82
_0712_,10.78
_1466_,10.78
_2025_,10.78
_2496_,10.78
_0161_,10.745
_2063_,10.74
cpu_inst.regfile_inst.registers\[5\]\[3\],10.74
_0368_,10.705
_1759_,10.7
_2140_,10.7
_2250_,10.7
_1003_,10.68
_1512_,10.68
_2296_,10.68
_2340_,10.68
_0976_,10.66
_0988_,10.66
_2243_,10.66
_2416_,10.66
_0949_,10.65
_0936_,10.64
_1661_,10.64
cpu_inst.regfile_inst.registers\[11\]\[25\],10.64
_0244_,10.635
_0128_,10.605
_1145_,10.6
_2344_,10.6
_0670_,10.58
_1345_,10.56
_0960_,10.54
_1200_,10.54
cpu_inst.regfile_inst.registers\[11\]\[16\],10.54
cpu_inst.regfile_inst.registers\[5\]\[22\],10.52
_1049_,10.5
_2341_,10.5
cpu_inst.regfile_inst.registers\[24\]\[22\],10.5
cpu_inst.regfile_inst.registers\[2\]\[18\],10.5
cpu_inst.regfile_inst.registers\[6\]\[19\],10.5
_0162_,10.485
cpu_inst.regfile_inst.registers\[9\]\[1\],10.48
_0785_,10.46
_1078_,10.42
cpu_inst.regfile_inst.registers\[1\]\[14\],10.42
cpu_inst.regfile_inst.registers\[24\]\[11\],10.42
_2386_,10.4
_0010_,10.365
_0323_,10.36
_0938_,10.36
cpu_inst.regfile_inst.registers\[1\]\[1\],10.36
cpu_inst.regfile_inst.registers\[6\]\[21\],10.36
cpu_inst.regfile_inst.registers\[7\]\[28\],10.36
_1377_,10.34
_1704_,10.34
_2116_,10.34
_1532_,10.3
_2499_,10.3
_2532_,10.3
_0704_,10.28
_1056_,10.28
cpu_inst.regfile_inst.registers\[15\]\[31\],10.28
_1277_,10.24
_2145_,10.24
_2324_,10.24
_2516_,10.22
_1039_,10.215
_1376_,10.2
_2045_,10.2
cpu_inst.regfile_inst.registers\[11\]\[12\],10.2
_1504_,10.16
cpu_inst.decoder_inst.current_pc\[20\],10.16
cpu_inst.regfile_inst.registers\[8\]\[29\],10.12
_0967_,10.1
_1305_,10.1
_2433_,10.1
_1368_,10.08
_2352_,10.08
cpu_inst.regfile_inst.registers\[15\]\[27\],10.04
cpu_inst.regfile_inst.registers\[1\]\[21\],10.04
cpu_inst.regfile_inst.registers\[8\]\[3\],10.04
_1082_,10.02
_1910_,10.02
_1094_,10
_1596_,10
_1477_,9.98
_2130_,9.98
_1318_,9.94
_2073_,9.94
_2112_,9.94
_2141_,9.94
_2292_,9.92
_0409_,9.905
cpu_inst.regfile_inst.registers\[0\]\[25\],9.9
cpu_inst.regfile_inst.registers\[11\]\[22\],9.9
_2467_,9.88
_1366_,9.86
_1730_,9.86
_1971_,9.86
_1136_,9.84
_1782_,9.84
cpu_inst.regfile_inst.registers\[5\]\[9\],9.84
_0861_,9.82
_1124_,9.82
cpu_inst.regfile_inst.registers\[5\]\[8\],9.82
_1138_,9.8
_1751_,9.8
_0789_,9.78
_1185_,9.78
_2126_,9.78
cpu_inst.regfile_inst.registers\[1\]\[23\],9.78
_1635_,9.755
_1806_,9.74
_2358_,9.74
cpu_inst.regfile_inst.registers\[0\]\[14\],9.74
cpu_inst.regfile_inst.registers\[2\]\[11\],9.74
cpu_inst.regfile_inst.registers\[6\]\[23\],9.74
_1444_,9.72
_1452_,9.72
_1422_,9.7
cpu_inst.regfile_inst.registers\[15\]\[6\],9.7
_2321_,9.64
_1243_,9.62
_1446_,9.6
cpu_inst.regfile_inst.registers\[11\]\[3\],9.6
_1664_,9.58
_1729_,9.58
cpu_inst.regfile_inst.registers\[10\]\[26\],9.58
cpu_inst.regfile_inst.registers\[25\]\[1\],9.58
cpu_inst.regfile_inst.registers\[2\]\[10\],9.58
cpu_inst.regfile_inst.registers\[2\]\[25\],9.58
_1286_,9.56
_1891_,9.56
_1650_,9.54
_0513_,9.52
_2427_,9.52
_2122_,9.5
cpu_inst.regfile_inst.registers\[11\]\[7\],9.5
cpu_inst.regfile_inst.registers\[2\]\[0\],9.5
_0388_,9.495
_0932_,9.48
_1137_,9.48
_1682_,9.48
_1809_,9.48
_2017_,9.48
_2370_,9.48
cpu_inst.regfile_inst.registers\[15\]\[11\],9.48
cpu_inst.regfile_inst.registers\[8\]\[21\],9.48
cpu_inst.regfile_inst.registers\[9\]\[26\],9.48
_0666_,9.46
_0671_,9.46
_1912_,9.44
_2135_,9.44
cpu_inst.regfile_inst.registers\[11\]\[20\],9.44
cpu_inst.regfile_inst.registers\[25\]\[0\],9.44
cpu_inst.regfile_inst.registers\[7\]\[16\],9.43
_2038_,9.42
_2133_,9.42
_2173_,9.42
_2374_,9.42
_2429_,9.42
_0166_,9.405
_0356_,9.405
_1245_,9.4
_1475_,9.4
_1917_,9.4
_1965_,9.4
_0572_,9.36
_1676_,9.36
_2142_,9.36
_2204_,9.36
_2248_,9.36
cpu_inst.regfile_inst.registers\[24\]\[25\],9.36
_1202_,9.32
_1705_,9.32
_2216_,9.32
_2240_,9.32
_2329_,9.32
_1005_,9.3
_1779_,9.3
_1847_,9.3
_0291_,9.295
_1335_,9.28
_0512_,9.26
_1358_,9.26
_2000_,9.26
cpu_inst.regfile_inst.registers\[9\]\[22\],9.26
_0171_,9.245
_1632_,9.24
_1688_,9.24
cpu_inst.regfile_inst.registers\[25\]\[28\],9.24
cpu_inst.regfile_inst.registers\[0\]\[19\],9.22
cpu_inst.regfile_inst.registers\[6\]\[2\],9.22
cpu_inst.regfile_inst.registers\[6\]\[8\],9.22
_0045_,9.185
_1675_,9.18
_0160_,9.125
_1227_,9.12
_1666_,9.12
cpu_inst.regfile_inst.registers\[11\]\[30\],9.12
cpu_inst.regfile_inst.registers\[11\]\[8\],9.12
cpu_inst.regfile_inst.registers\[15\]\[7\],9.12
cpu_inst.regfile_inst.registers\[24\]\[10\],9.12
cpu_inst.regfile_inst.registers\[2\]\[20\],9.12
cpu_inst.regfile_inst.registers\[24\]\[17\],9.1
_2387_,9.06
_2419_,9.06
_1296_,9.04
_1387_,9.04
cpu_inst.regfile_inst.registers\[15\]\[2\],9.04
_0122_,9.035
_1598_,9.02
_1789_,9.02
_1961_,9.02
_2148_,9.02
_2452_,9.02
cpu_inst.display_inst.counter\[18\],9.02
cpu_inst.regfile_inst.registers\[15\]\[17\],9.02
cpu_inst.regfile_inst.registers\[1\]\[11\],9.02
cpu_inst.regfile_inst.registers\[24\]\[3\],9
_0408_,8.985
_1024_,8.98
_1802_,8.98
cpu_inst.regfile_inst.registers\[9\]\[31\],8.98
_1629_,8.96
_1683_,8.96
_0121_,8.945
_1562_,8.94
_1929_,8.94
_2530_,8.94
_0646_,8.92
_1120_,8.9
_1834_,8.9
_2026_,8.9
_2104_,8.9
_2222_,8.9
_2422_,8.9
_2500_,8.9
cpu_inst.regfile_inst.registers\[0\]\[22\],8.9
cpu_inst.regfile_inst.registers\[15\]\[19\],8.9
cpu_inst.regfile_inst.registers\[1\]\[0\],8.9
cpu_inst.regfile_inst.registers\[8\]\[22\],8.9
_0833_,8.88
_1117_,8.88
cpu_inst.regfile_inst.registers\[24\]\[28\],8.88
_0046_,8.865
_0621_,8.86
_1364_,8.86
_1460_,8.86
_1838_,8.86
cpu_inst.regfile_inst.registers\[2\]\[17\],8.86
net37,8.82
_0180_,8.785
_1264_,8.78
_1630_,8.78
cpu_inst.regfile_inst.registers\[9\]\[5\],8.78
_0746_,8.74
_0376_,8.725
_1883_,8.72
seg[5],8.71
_0525_,8.7
_2314_,8.7
_0007_,8.665
_0797_,8.66
_1106_,8.66
_1273_,8.66
cpu_inst.regfile_inst.registers\[0\]\[17\],8.66
cpu_inst.regfile_inst.registers\[24\]\[16\],8.66
cpu_inst.regfile_inst.registers\[2\]\[13\],8.66
cpu_inst.regfile_inst.registers\[2\]\[9\],8.66
_0351_,8.64
_0509_,8.64
_0151_,8.625
_0904_,8.62
_1909_,8.62
_0781_,8.6
_1179_,8.6
cpu_inst.regfile_inst.registers\[10\]\[24\],8.6
_1378_,8.58
_2302_,8.58
_2064_,8.56
_2226_,8.56
cpu_inst.regfile_inst.registers\[11\]\[23\],8.56
cpu_inst.regfile_inst.registers\[6\]\[0\],8.56
cpu_inst.regfile_inst.registers\[6\]\[27\],8.56
cpu_inst.regfile_inst.registers\[25\]\[10\],8.54
_0124_,8.525
_0396_,8.525
_0350_,8.52
_1303_,8.52
_1952_,8.52
_1735_,8.5
_1799_,8.5
_0328_,8.48
_2096_,8.48
_2132_,8.48
_2261_,8.48
_1116_,8.46
_1246_,8.46
_1601_,8.46
_1795_,8.46
cpu_inst.regfile_inst.registers\[6\]\[15\],8.46
_0765_,8.44
_0978_,8.44
_1336_,8.44
_2109_,8.44
_2220_,8.44
_2231_,8.44
_0937_,8.42
_2360_,8.42
_1433_,8.4
_0745_,8.38
_0807_,8.38
_1371_,8.36
_1462_,8.34
_1605_,8.34
_1670_,8.32
_1538_,8.3
_0659_,8.28
_2090_,8.26
_0318_,8.24
_1096_,8.24
cpu_inst.regfile_inst.registers\[15\]\[22\],8.24
_0133_,8.205
cpu_inst.display_inst.counter\[8\],8.2
_1237_,8.16
_1844_,8.16
_1761_,8.14
_2191_,8.14
_1270_,8.12
cpu_inst.regfile_inst.registers\[1\]\[18\],8.12
_0591_,8.1
_1206_,8.1
_2200_,8.1
cpu_inst.regfile_inst.registers\[2\]\[21\],8.1
_1119_,8.06
_1672_,8.06
cpu_inst.regfile_inst.registers\[6\]\[31\],8.06
_1507_,8.04
an[1],8.03
_0901_,8.02
_1502_,8.02
_2110_,8.02
_1465_,8
_1922_,8
_0306_,7.985
_1043_,7.98
_1757_,7.98
_2059_,7.98
_2205_,7.98
cpu_inst.regfile_inst.registers\[6\]\[26\],7.98
_0231_,7.945
_1365_,7.945
_0736_,7.94
_1231_,7.94
_1980_,7.94
_2128_,7.94
_2383_,7.94
_2428_,7.94
_2139_,7.9
_2441_,7.9
cpu_inst.regfile_inst.registers\[1\]\[27\],7.9
_0105_,7.88
cpu_inst.regfile_inst.registers\[11\]\[27\],7.88
cpu_inst.regfile_inst.registers\[15\]\[21\],7.88
cpu_inst.regfile_inst.registers\[2\]\[14\],7.88
_1489_,7.86
cpu_inst.regfile_inst.registers\[24\]\[15\],7.86
cpu_inst.regfile_inst.registers\[5\]\[27\],7.86
_0104_,7.845
_1229_,7.84
_1472_,7.84
_0338_,7.82
_0339_,7.82
_0753_,7.82
_0116_,7.815
_1424_,7.8
_0386_,7.785
_0429_,7.745
_0817_,7.74
_1863_,7.74
cpu_inst.regfile_inst.registers\[0\]\[20\],7.74
cpu_inst.regfile_inst.registers\[1\]\[28\],7.74
cpu_inst.regfile_inst.registers\[6\]\[29\],7.7
_1625_,7.68
_2154_,7.68
_2178_,7.68
_0541_,7.66
_1063_,7.66
_1428_,7.66
_1524_,7.66
_2525_,7.66
cpu_inst.regfile_inst.registers\[11\]\[14\],7.66
_0755_,7.64
_0804_,7.64
_0996_,7.64
_1712_,7.64
_2478_,7.64
cpu_inst.regfile_inst.registers\[25\]\[7\],7.64
_0431_,7.625
_0273_,7.605
_0629_,7.6
_2107_,7.6
_2084_,7.58
_0759_,7.56
_0897_,7.56
_1068_,7.56
_1679_,7.56
_1993_,7.56
_2103_,7.56
_2513_,7.56
cpu_inst.regfile_inst.registers\[6\]\[1\],7.56
cpu_inst.regfile_inst.registers\[6\]\[4\],7.56
cpu_inst.regfile_inst.registers\[9\]\[17\],7.56
cpu_inst.regfile_inst.registers\[9\]\[8\],7.56
edge_det.signal_reg,7.56
_1550_,7.54
cpu_inst.display_inst.counter\[9\],7.54
_1399_,7.52
_2099_,7.52
_2100_,7.52
_2440_,7.52
cpu_inst.regfile_inst.registers\[15\]\[14\],7.52
cpu_inst.regfile_inst.registers\[9\]\[20\],7.52
_0327_,7.48
_2076_,7.48
_2086_,7.48
_2137_,7.48
_2162_,7.48
_0038_,7.445
_0526_,7.44
_1753_,7.44
_1756_,7.44
_2366_,7.44
cpu_inst.regfile_inst.registers\[15\]\[3\],7.42
_1530_,7.4
_2254_,7.4
_0400_,7.385
_0474_,7.385
_0955_,7.36
_1090_,7.34
cpu_inst.regfile_inst.registers\[6\]\[10\],7.34
_0874_,7.32
_0914_,7.32
_0919_,7.32
_1690_,7.32
cpu_inst.regfile_inst.registers\[15\]\[30\],7.32
_0154_,7.3
_2484_,7.3
_1600_,7.28
_2165_,7.28
cpu_inst.regfile_inst.registers\[1\]\[29\],7.28
_0035_,7.245
_0993_,7.24
_0826_,7.22
_1978_,7.22
_2102_,7.22
_2169_,7.22
_2405_,7.2
_0717_,7.18
_0748_,7.18
_0946_,7.18
_1029_,7.18
_1304_,7.18
_1483_,7.18
_1955_,7.18
_1967_,7.18
_2448_,7.18
cpu_inst.regfile_inst.registers\[0\]\[1\],7.18
cpu_inst.regfile_inst.registers\[15\]\[28\],7.18
cpu_inst.regfile_inst.registers\[6\]\[28\],7.18
cpu_inst.regfile_inst.registers\[9\]\[13\],7.18
_0407_,7.165
_0101_,7.145
_1130_,7.14
_2237_,7.14
_0354_,7.105
_0737_,7.1
_1641_,7.1
_2032_,7.1
_2088_,7.1
_2111_,7.1
_2179_,7.1
_2239_,7.1
cpu_inst.regfile_inst.registers\[15\]\[23\],7.1
_1749_,7.08
_0762_,7.06
_1432_,7.06
_1925_,7.06
_2006_,7.06
_2144_,7.06
_2168_,7.06
_2180_,7.06
cpu_inst.regfile_inst.registers\[11\]\[21\],7.06
cpu_inst.regfile_inst.registers\[11\]\[5\],7.06
cpu_inst.regfile_inst.registers\[6\]\[9\],7.06
cpu_inst.regfile_inst.registers\[24\]\[26\],7.04
_0190_,7.025
_0226_,7.02
_0665_,6.98
_1727_,6.98
cpu_inst.regfile_inst.registers\[24\]\[13\],6.98
cpu_inst.regfile_inst.registers\[2\]\[15\],6.98
cpu_inst.regfile_inst.registers\[6\]\[20\],6.98
_0410_,6.96
_1173_,6.96
_1228_,6.96
_1696_,6.96
_2197_,6.96
cpu_inst.regfile_inst.registers\[1\]\[7\],6.96
cpu_inst.regfile_inst.registers\[6\]\[5\],6.96
_0966_,6.94
_1748_,6.94
_2497_,6.94
cpu_inst.regfile_inst.registers\[15\]\[26\],6.94
_0276_,6.925
_0373_,6.925
_2280_,6.9
cpu_inst.regfile_inst.registers\[6\]\[7\],6.88
_1488_,6.86
_1854_,6.86
_1964_,6.86
cpu_inst.regfile_inst.registers\[2\]\[16\],6.86
net26,6.86
_0444_,6.825
_2317_,6.82
cpu_inst.regfile_inst.registers\[0\]\[16\],6.82
_0191_,6.785
_0345_,6.78
_1495_,6.78
_1992_,6.76
_2438_,6.76
_2477_,6.76
cpu_inst.regfile_inst.registers\[11\]\[26\],6.76
_1247_,6.74
cpu_inst.regfile_inst.registers\[2\]\[6\],6.74
cpu_inst.regfile_inst.registers\[9\]\[6\],6.74
_0430_,6.725
_1665_,6.72
_1678_,6.72
_1793_,6.72
_2495_,6.72
_2498_,6.72
cpu_inst.regfile_inst.registers\[2\]\[2\],6.72
_0448_,6.705
_0006_,6.695
_0132_,6.685
_0229_,6.685
_0353_,6.685
_1225_,6.66
_1254_,6.66
_0286_,6.645
_0930_,6.64
_1009_,6.64
_1645_,6.64
_1791_,6.64
_1901_,6.64
_2004_,6.64
_2093_,6.64
_2476_,6.64
cpu_inst.regfile_inst.registers\[9\]\[28\],6.64
_1620_,6.62
_1958_,6.6
_2176_,6.6
_2262_,6.6
_2327_,6.6
cpu_inst.regfile_inst.registers\[24\]\[23\],6.6
_2304_,6.58
_0206_,6.54
_1002_,6.54
_0337_,6.52
_1684_,6.52
cpu_inst.regfile_inst.registers\[15\]\[4\],6.52
cpu_inst.regfile_inst.registers\[24\]\[12\],6.52
cpu_inst.regfile_inst.registers\[2\]\[8\],6.52
_1622_,6.5
_0212_,6.465
_1762_,6.44
_1042_,6.42
_0344_,6.4
_1271_,6.4
_1284_,6.4
_1769_,6.4
cpu_inst.regfile_inst.registers\[25\]\[31\],6.4
_0093_,6.365
_0144_,6.365
_0360_,6.365
_0445_,6.365
_2357_,6.36
cpu_inst.regfile_inst.registers\[0\]\[15\],6.36
cpu_inst.regfile_inst.registers\[2\]\[19\],6.36
_0625_,6.32
_1877_,6.32
_0711_,6.3
_0801_,6.3
_0852_,6.3
_1067_,6.3
_1822_,6.3
_2070_,6.3
_2193_,6.3
cpu_inst.regfile_inst.registers\[11\]\[28\],6.3
cpu_inst.regfile_inst.registers\[9\]\[15\],6.3
net31,6.3
_1568_,6.28
_0776_,6.26
_0802_,6.26
_1050_,6.26
_1160_,6.26
_1409_,6.26
_1970_,6.26
_2020_,6.26
_2306_,6.26
cpu_inst.regfile_inst.registers\[1\]\[4\],6.26
_0369_,6.225
_0370_,6.225
_0464_,6.225
_2171_,6.22
_1602_,6.2
_0199_,6.185
_0259_,6.185
_0975_,6.18
_1521_,6.18
_1576_,6.18
_1937_,6.18
_1975_,6.18
_2087_,6.18
_2181_,6.18
_2194_,6.18
_2201_,6.18
_2232_,6.18
_2257_,6.18
_2504_,6.18
cpu_inst.regfile_inst.registers\[11\]\[1\],6.18
_0176_,6.165
_0223_,6.16
_1457_,6.14
_1595_,6.14
_1722_,6.14
_1852_,6.14
_2003_,6.14
_2082_,6.14
_2235_,6.14
_2382_,6.14
_2439_,6.14
cpu_inst.regfile_inst.registers\[9\]\[10\],6.14
_0131_,6.105
_0217_,6.1
_0246_,6.08
_0942_,6.08
_1261_,6.08
_1612_,6.08
_1619_,6.08
_0754_,6.06
_2028_,6.06
_2309_,6.06
_2331_,6.06
cpu_inst.regfile_inst.registers\[0\]\[26\],6.06
_1129_,6.04
cpu_inst.regfile_inst.registers\[11\]\[10\],6.04
_0596_,6.02
_1858_,6.02
_1911_,6.02
_0138_,6.005
_0145_,6.005
_0189_,6.005
_0265_,6.005
_0303_,6.005
_0378_,5.985
_1390_,5.98
_1866_,5.98
_2349_,5.98
_0129_,5.965
_0847_,5.96
_1108_,5.94
_1482_,5.94
cpu_inst.regfile_inst.registers\[0\]\[0\],5.94
cpu_inst.regfile_inst.registers\[15\]\[18\],5.94
net39,5.92
_2362_,5.9
_0034_,5.895
_0395_,5.865
_0943_,5.865
_1458_,5.86
_1547_,5.86
_1590_,5.86
_0322_,5.84
_0707_,5.84
_0869_,5.84
_0983_,5.84
_1486_,5.84
_2123_,5.84
_2183_,5.84
_2389_,5.84
_0608_,5.82
_0618_,5.82
_1920_,5.82
_0232_,5.815
_0590_,5.8
_1073_,5.8
_1175_,5.8
_1662_,5.8
_1745_,5.8
_2068_,5.8
_2124_,5.8
_2402_,5.8
_2415_,5.8
_2489_,5.8
_2492_,5.8
_0434_,5.765
seg[4],5.75
_0493_,5.74
_1921_,5.74
_2333_,5.74
_0119_,5.725
_0134_,5.725
_1201_,5.72
_1315_,5.72
_1343_,5.72
_1410_,5.72
_1976_,5.72
_2027_,5.72
_2101_,5.72
_2189_,5.72
_2195_,5.72
