net,length_um
rf.registers\[10\]\[21\],25.01
_1900_,25
rf.registers\[28\]\[1\],25
rf.registers\[27\]\[31\],24.94
rf.registers\[16\]\[23\],24.9
rf.registers\[27\]\[9\],24.9
_1942_,24.88
_2301_,24.86
rf.registers\[22\]\[21\],24.85
rf.registers\[26\]\[24\],24.84
_1670_,24.82
rf.registers\[0\]\[8\],24.76
_1519_,24.72
rf.registers\[24\]\[21\],24.72
rf.registers\[15\]\[19\],24.68
rf.registers\[31\]\[29\],24.68
_2339_,24.67
rf.registers\[10\]\[13\],24.67
rf.registers\[30\]\[25\],24.61
_2871_,24.6
rf.registers\[11\]\[19\],24.6
rf.registers\[31\]\[25\],24.585
_2189_,24.58
rf.registers\[19\]\[31\],24.58
_1512_,24.54
rf.registers\[27\]\[25\],24.5
rf.registers\[2\]\[19\],24.485
_3820_,24.46
rf.registers\[3\]\[17\],24.44
rf.registers\[11\]\[21\],24.42
_2869_,24.4
rf.registers\[25\]\[22\],24.4
_1255_,24.38
_2649_,24.38
_2373_,24.34
_2310_,24.32
rf.registers\[25\]\[29\],24.28
rf.registers\[2\]\[22\],24.275
rf.registers\[20\]\[15\],24.24
_1314_,24.2
rf.registers\[31\]\[11\],24.2
_2614_,24.18
rf.registers\[24\]\[6\],24.18
rf.registers\[6\]\[21\],24.175
rf.registers\[18\]\[15\],24.145
rf.registers\[11\]\[24\],24.14
_1725_,24.12
_2658_,24.12
rf.registers\[22\]\[14\],24.11
rf.registers\[19\]\[10\],24.08
_1332_,24.06
_2876_,24.055
rf.registers\[30\]\[23\],24.055
_2337_,24.02
_2153_,24
rf.registers\[18\]\[10\],23.995
rf.registers\[22\]\[12\],23.995
_1472_,23.98
_1607_,23.98
rf.registers\[5\]\[21\],23.98
rf.registers\[9\]\[29\],23.94
_1299_,23.92
_2286_,23.92
_2477_,23.92
_2901_,23.92
_2934_,23.92
rf.registers\[22\]\[6\],23.915
_0663_,23.88
rf.registers\[16\]\[1\],23.88
rf.registers\[24\]\[31\],23.88
_3154_,23.855
_1560_,23.84
rf.registers\[8\]\[7\],23.84
rf.registers\[2\]\[0\],23.815
rf.registers\[15\]\[14\],23.8
rf.registers\[30\]\[16\],23.795
_1346_,23.78
rf.registers\[16\]\[11\],23.78
rf.registers\[22\]\[13\],23.78
rf.registers\[28\]\[4\],23.78
_1799_,23.72
rf.registers\[27\]\[6\],23.7
_2584_,23.62
rf.registers\[20\]\[1\],23.62
rf.registers\[14\]\[17\],23.61
rf.registers\[2\]\[21\],23.605
rf.registers\[16\]\[9\],23.58
_1239_,23.56
_1776_,23.54
_2806_,23.54
rf.registers\[20\]\[2\],23.5
rf.registers\[4\]\[28\],23.495
rf.registers\[14\]\[28\],23.49
rf.registers\[13\]\[0\],23.48
rf.registers\[23\]\[28\],23.48
rf.registers\[8\]\[25\],23.48
rf.registers\[30\]\[6\],23.475
rf.registers\[5\]\[28\],23.46
_2577_,23.45
_1792_,23.44
rf.registers\[0\]\[14\],23.42
_1085_,23.38
rf.registers\[17\]\[21\],23.38
rf.registers\[23\]\[14\],23.38
rf.registers\[23\]\[23\],23.38
rf.registers\[29\]\[23\],23.38
rf.registers\[18\]\[31\],23.36
rf.registers\[4\]\[0\],23.34
rf.registers\[3\]\[14\],23.33
_2621_,23.32
rf.registers\[8\]\[12\],23.26
rf.registers\[6\]\[18\],23.255
rf.registers\[6\]\[14\],23.25
rf.registers\[30\]\[11\],23.23
_3741_,23.22
rf.registers\[20\]\[10\],23.22
rf.registers\[23\]\[1\],23.22
rf.registers\[14\]\[22\],23.21
_3542_,23.16
rf.registers\[30\]\[29\],23.11
rf.registers\[15\]\[29\],23.1
_1178_,23.08
_2120_,23.08
_2137_,23.08
rf.registers\[16\]\[16\],23.08
rf.registers\[17\]\[22\],23.08
_2039_,23.06
_1564_,23.04
_1858_,23.04
rf.registers\[16\]\[26\],23.02
rf.registers\[9\]\[15\],23.02
rf.registers\[6\]\[15\],23.015
rf.registers\[10\]\[24\],23.01
_2043_,22.96
_1099_,22.94
_1189_,22.92
_4018_,22.92
_4109_,22.92
rf.registers\[31\]\[4\],22.89
rf.registers\[15\]\[17\],22.88
rf.registers\[31\]\[14\],22.88
_3722_,22.8
rf.registers\[3\]\[9\],22.78
rf.registers\[3\]\[24\],22.76
_1761_,22.74
rf.registers\[2\]\[15\],22.73
_2774_,22.725
_2838_,22.72
rf.registers\[12\]\[13\],22.72
rf.registers\[12\]\[27\],22.72
rf.registers\[5\]\[27\],22.7
rf.registers\[7\]\[0\],22.68
rf.registers\[1\]\[26\],22.66
rf.registers\[18\]\[18\],22.655
rf.registers\[15\]\[16\],22.64
rf.registers\[13\]\[11\],22.63
rf.registers\[2\]\[13\],22.615
_3082_,22.6
rf.registers\[30\]\[10\],22.585
_1963_,22.58
rf.registers\[14\]\[3\],22.545
_1548_,22.54
_3403_,22.54
rf.registers\[20\]\[13\],22.54
rf.registers\[30\]\[5\],22.54
rf.registers\[31\]\[13\],22.54
rf.registers\[5\]\[29\],22.54
_1539_,22.5
rf.registers\[20\]\[5\],22.5
rf.registers\[4\]\[31\],22.48
rf.registers\[4\]\[26\],22.46
rf.registers\[26\]\[2\],22.45
rf.registers\[12\]\[1\],22.42
rf.registers\[7\]\[11\],22.42
rf.registers\[18\]\[9\],22.41
_2949_,22.38
rf.registers\[24\]\[8\],22.38
rf.registers\[4\]\[15\],22.38
_2865_,22.36
rf.registers\[25\]\[7\],22.36
_1543_,22.34
rf.registers\[18\]\[19\],22.335
rf.registers\[30\]\[15\],22.335
rf.registers\[23\]\[27\],22.32
rf.registers\[24\]\[23\],22.32
_1784_,22.28
rf.registers\[0\]\[28\],22.28
rf.registers\[12\]\[2\],22.26
rf.registers\[13\]\[10\],22.24
rf.registers\[28\]\[6\],22.24
rf.registers\[0\]\[3\],22.22
rf.registers\[14\]\[26\],22.21
_1265_,22.2
rf.registers\[20\]\[3\],22.2
rf.registers\[8\]\[17\],22.2
rf.registers\[2\]\[7\],22.195
rf.registers\[30\]\[8\],22.19
rf.registers\[23\]\[0\],22.18
rf.registers\[9\]\[3\],22.18
rf.registers\[10\]\[31\],22.16
rf.registers\[29\]\[22\],22.16
rf.registers\[22\]\[24\],22.15
rf.registers\[19\]\[6\],22.14
_1039_,22.12
_1107_,22.12
_2582_,22.11
rf.registers\[7\]\[14\],22.1
rf.registers\[21\]\[27\],22.08
_3723_,22.06
rf.registers\[1\]\[17\],22.06
rf.registers\[6\]\[8\],22.06
rf.registers\[28\]\[12\],22.04
rf.registers\[10\]\[12\],22.01
rf.registers\[18\]\[27\],21.995
rf.registers\[10\]\[10\],21.965
rf.registers\[17\]\[1\],21.96
rf.registers\[14\]\[27\],21.95
_1165_,21.92
rf.registers\[30\]\[13\],21.91
rf.registers\[23\]\[22\],21.9
_2085_,21.88
_2244_,21.88
_2966_,21.86
_1316_,21.84
rf.registers\[30\]\[4\],21.84
_4183_,21.82
rf.registers\[19\]\[13\],21.82
rf.registers\[30\]\[17\],21.81
_0654_,21.785
rf.registers\[30\]\[22\],21.77
rf.registers\[6\]\[11\],21.77
rf.registers\[25\]\[15\],21.76
rf.registers\[15\]\[7\],21.74
rf.registers\[9\]\[20\],21.74
_2598_,21.7
_2734_,21.7
_3547_,21.7
_3623_,21.7
rf.registers\[10\]\[11\],21.695
_2275_,21.66
rf.registers\[20\]\[7\],21.66
rf.registers\[17\]\[19\],21.64
rf.registers\[2\]\[9\],21.64
rf.registers\[31\]\[9\],21.64
rf.registers\[17\]\[28\],21.63
_2199_,21.62
rf.registers\[28\]\[22\],21.62
rf.registers\[4\]\[30\],21.62
rf.registers\[7\]\[27\],21.6
rf.registers\[31\]\[0\],21.58
rf.registers\[31\]\[10\],21.58
rf.registers\[31\]\[19\],21.58
rf.registers\[8\]\[6\],21.56
net141,21.54
rf.registers\[23\]\[7\],21.52
rf.registers\[4\]\[19\],21.52
rf.registers\[19\]\[23\],21.48
rf.registers\[24\]\[3\],21.48
rf.registers\[5\]\[2\],21.48
rf.registers\[26\]\[27\],21.455
_1131_,21.44
rf.registers\[14\]\[0\],21.425
rf.registers\[31\]\[1\],21.4
rf.registers\[31\]\[2\],21.38
_1104_,21.36
_1480_,21.36
_2438_,21.32
rf.registers\[23\]\[24\],21.32
_2863_,21.3
_1260_,21.28
rf.registers\[20\]\[21\],21.28
rf.registers\[21\]\[26\],21.28
rf.registers\[0\]\[12\],21.26
rf.registers\[31\]\[3\],21.26
_2442_,21.24
_2745_,21.24
rf.registers\[8\]\[0\],21.24
rf.registers\[28\]\[16\],21.22
rf.registers\[5\]\[26\],21.22
rf.registers\[5\]\[30\],21.22
_1434_,21.2
rf.registers\[0\]\[6\],21.2
_2622_,21.18
rf.registers\[16\]\[7\],21.16
rf.registers\[4\]\[2\],21.16
rf.registers\[24\]\[19\],21.14
rf.registers\[26\]\[9\],21.14
rf.registers\[6\]\[27\],21.135
rf.registers\[20\]\[25\],21.13
rf.registers\[20\]\[0\],21.12
rf.registers\[28\]\[9\],21.12
net143,21.12
_2483_,21.1
rf.registers\[24\]\[10\],21.09
rf.registers\[20\]\[28\],21.08
rf.registers\[23\]\[8\],21.08
rf.registers\[26\]\[8\],21.075
rf.registers\[6\]\[26\],21.075
rf.registers\[21\]\[0\],21.06
_0240_,21.045
rf.registers\[17\]\[7\],21.02
rf.registers\[25\]\[25\],21
rf.registers\[31\]\[17\],21
rf.registers\[10\]\[8\],20.99
rf.registers\[13\]\[12\],20.98
_3221_,20.96
rf.registers\[17\]\[6\],20.95
rf.registers\[20\]\[20\],20.94
rf.registers\[20\]\[19\],20.92
_1236_,20.9
_4187_,20.9
rf.registers\[1\]\[16\],20.9
rf.registers\[6\]\[13\],20.88
_1155_,20.86
rf.registers\[13\]\[27\],20.86
_2246_,20.82
rf.registers\[25\]\[13\],20.8
rf.registers\[14\]\[10\],20.78
_0323_,20.775
rf.registers\[18\]\[14\],20.73
rf.registers\[12\]\[18\],20.72
rf.registers\[24\]\[30\],20.72
_2544_,20.695
_2036_,20.68
_3453_,20.68
_1193_,20.66
rf.registers\[25\]\[14\],20.66
rf.registers\[14\]\[14\],20.65
rf.registers\[1\]\[12\],20.64
rf.registers\[31\]\[31\],20.62
rf.registers\[11\]\[14\],20.6
rf.registers\[9\]\[11\],20.6
rf.registers\[26\]\[10\],20.595
_1937_,20.58
rf.registers\[13\]\[2\],20.58
rf.registers\[2\]\[3\],20.555
rf.registers\[30\]\[27\],20.535
rf.registers\[10\]\[9\],20.53
_1907_,20.52
_4002_,20.52
rf.registers\[25\]\[23\],20.5
_4073_,20.46
_4090_,20.46
rf.registers\[27\]\[1\],20.46
_1701_,20.44
_0808_,20.405
rf.registers\[20\]\[24\],20.4
rf.registers\[21\]\[2\],20.4
rf.registers\[21\]\[5\],20.4
_2027_,20.36
_1372_,20.34
rf.registers\[15\]\[8\],20.33
_0386_,20.325
_1427_,20.32
_2144_,20.32
_2368_,20.32
rf.registers\[0\]\[24\],20.3
_1867_,20.28
_1869_,20.24
rf.registers\[7\]\[8\],20.24
_1378_,20.21
rf.registers\[27\]\[14\],20.21
rf.registers\[19\]\[27\],20.2
rf.registers\[24\]\[29\],20.2
rf.registers\[28\]\[15\],20.2
rf.registers\[29\]\[1\],20.18
_3238_,20.16
rf.registers\[0\]\[30\],20.16
rf.registers\[21\]\[8\],20.16
rf.registers\[8\]\[24\],20.14
rf.registers\[2\]\[4\],20.135
rf.registers\[14\]\[9\],20.13
rf.registers\[20\]\[17\],20.12
rf.registers\[5\]\[19\],20.1
rf.registers\[26\]\[22\],20.085
_1466_,20.08
rf.registers\[0\]\[23\],20.04
rf.registers\[21\]\[3\],20.04
_1946_,20.02
rf.registers\[20\]\[18\],20
_1467_,19.98
_1587_,19.98
rf.registers\[12\]\[14\],19.98
rf.registers\[29\]\[4\],19.98
rf.registers\[9\]\[23\],19.98
rf.registers\[26\]\[16\],19.97
rf.registers\[6\]\[10\],19.95
_1286_,19.94
_2271_,19.94
rf.registers\[19\]\[18\],19.94
rf.registers\[3\]\[22\],19.94
_0869_,19.925
rf.registers\[5\]\[16\],19.92
rf.registers\[14\]\[20\],19.915
rf.registers\[1\]\[29\],19.9
_1575_,19.88
_3345_,19.88
rf.registers\[28\]\[18\],19.88
rf.registers\[30\]\[21\],19.875
rf.registers\[26\]\[19\],19.87
_1562_,19.86
_2295_,19.86
rf.registers\[16\]\[30\],19.86
rf.registers\[3\]\[0\],19.84
_2612_,19.82
rf.registers\[5\]\[13\],19.82
rf.registers\[22\]\[1\],19.8
rf.registers\[23\]\[2\],19.8
rf.registers\[4\]\[22\],19.8
rf.registers\[14\]\[24\],19.79
_1608_,19.78
rf.registers\[28\]\[17\],19.78
_1352_,19.76
rf.registers\[12\]\[4\],19.74
rf.registers\[27\]\[15\],19.74
_2655_,19.72
rf.registers\[18\]\[0\],19.71
_1824_,19.7
rf.registers\[16\]\[19\],19.68
rf.registers\[9\]\[8\],19.68
rf.registers\[14\]\[5\],19.67
rf.registers\[6\]\[22\],19.67
rf.registers\[21\]\[15\],19.66
rf.registers\[22\]\[7\],19.655
rf.registers\[30\]\[1\],19.65
_1308_,19.64
rf.registers\[19\]\[8\],19.64
rf.registers\[14\]\[23\],19.63
rf.registers\[15\]\[24\],19.63
_2112_,19.62
rf.registers\[10\]\[29\],19.57
rf.registers\[6\]\[29\],19.55
rf.registers\[3\]\[10\],19.54
rf.registers\[3\]\[21\],19.54
rf.registers\[14\]\[18\],19.535
rf.registers\[28\]\[24\],19.5
rf.registers\[21\]\[31\],19.48
rf.registers\[27\]\[18\],19.48
rf.registers\[29\]\[10\],19.48
rf.registers\[11\]\[22\],19.47
_0417_,19.445
_1442_,19.44
rf.registers\[25\]\[6\],19.44
_2482_,19.43
rf.registers\[18\]\[25\],19.43
rf.registers\[14\]\[6\],19.42
_3272_,19.4
rf.registers\[2\]\[28\],19.4
rf.registers\[18\]\[26\],19.395
rf.registers\[29\]\[31\],19.36
rf.registers\[2\]\[11\],19.355
_2894_,19.34
rf.registers\[3\]\[1\],19.34
_1019_,19.325
_1452_,19.32
_1518_,19.28
_2525_,19.28
rf.registers\[6\]\[9\],19.235
rf.registers\[14\]\[29\],19.23
rf.registers\[31\]\[26\],19.23
rf.registers\[28\]\[14\],19.22
rf.registers\[28\]\[26\],19.22
rf.registers\[22\]\[27\],19.21
_2316_,19.2
rf.registers\[19\]\[30\],19.2
rf.registers\[2\]\[8\],19.2
rf.registers\[5\]\[17\],19.2
_1688_,19.18
rf.registers\[13\]\[4\],19.18
rf.registers\[14\]\[30\],19.18
rf.registers\[0\]\[19\],19.16
rf.registers\[11\]\[23\],19.16
rf.registers\[12\]\[29\],19.16
rf.registers\[3\]\[16\],19.16
_1861_,19.14
rf.registers\[27\]\[30\],19.14
_1418_,19.12
rf.registers\[0\]\[29\],19.12
rf.registers\[11\]\[11\],19.12
rf.registers\[7\]\[28\],19.12
rf.registers\[10\]\[19\],19.115
rf.registers\[2\]\[27\],19.11
rf.registers\[12\]\[12\],19.1
rf.registers\[21\]\[1\],19.1
rf.registers\[25\]\[0\],19.1
rf.registers\[8\]\[10\],19.1
rf.registers\[8\]\[31\],19.1
rf.registers\[30\]\[7\],19.095
rf.registers\[23\]\[15\],19.08
rf.registers\[15\]\[10\],19.06
rf.registers\[1\]\[7\],19.06
rf.registers\[8\]\[13\],19.06
rf.registers\[16\]\[25\],19.02
rf.registers\[10\]\[26\],18.995
_1654_,18.94
_1765_,18.94
rf.registers\[17\]\[17\],18.94
_1345_,18.92
rf.registers\[3\]\[18\],18.92
rf.registers\[7\]\[6\],18.92
rf.registers\[18\]\[22\],18.91
_1890_,18.9
rf.registers\[23\]\[21\],18.9
_1766_,18.86
rf.registers\[29\]\[19\],18.86
_2890_,18.84
_2494_,18.82
_2867_,18.82
rf.registers\[18\]\[6\],18.81
rf.registers\[0\]\[5\],18.8
rf.registers\[14\]\[25\],18.795
rf.registers\[29\]\[15\],18.78
_2146_,18.74
rf.registers\[4\]\[7\],18.74
_1782_,18.72
_1812_,18.72
_2961_,18.72
_1573_,18.7
_2150_,18.7
_4110_,18.7
rf.registers\[11\]\[26\],18.7
rf.registers\[24\]\[0\],18.7
_2545_,18.68
rf.registers\[8\]\[28\],18.67
rf.registers\[21\]\[10\],18.66
rf.registers\[12\]\[24\],18.64
rf.registers\[13\]\[18\],18.62
rf.registers\[10\]\[1\],18.605
rf.registers\[22\]\[4\],18.59
_0921_,18.585
rf.registers\[12\]\[26\],18.58
rf.registers\[21\]\[6\],18.58
rf.registers\[22\]\[30\],18.575
rf.registers\[0\]\[25\],18.56
rf.registers\[24\]\[20\],18.56
rf.registers\[8\]\[11\],18.56
rf.registers\[8\]\[27\],18.54
rf.registers\[18\]\[21\],18.53
rf.registers\[25\]\[10\],18.53
rf.registers\[26\]\[25\],18.53
_1477_,18.5
rf.registers\[25\]\[19\],18.5
_2522_,18.48
_3786_,18.48
rf.registers\[0\]\[9\],18.48
rf.registers\[30\]\[2\],18.48
net142,18.48
_1490_,18.46
rf.registers\[7\]\[16\],18.44
rf.registers\[2\]\[24\],18.415
rf.registers\[30\]\[0\],18.405
rf.registers\[29\]\[20\],18.4
rf.registers\[2\]\[29\],18.395
_2089_,18.38
rf.registers\[16\]\[28\],18.38
rf.registers\[6\]\[2\],18.38
_2676_,18.37
rf.registers\[22\]\[28\],18.37
_1456_,18.36
_2861_,18.36
_2929_,18.36
rf.registers\[25\]\[5\],18.36
rf.registers\[29\]\[28\],18.36
_1227_,18.34
_1449_,18.34
rf.registers\[9\]\[19\],18.34
rf.registers\[14\]\[7\],18.335
rf.registers\[14\]\[11\],18.325
_1306_,18.32
_3555_,18.31
rf.registers\[10\]\[15\],18.29
rf.registers\[1\]\[2\],18.28
rf.registers\[12\]\[16\],18.24
rf.registers\[25\]\[11\],18.24
rf.registers\[3\]\[29\],18.24
rf.registers\[2\]\[25\],18.23
rf.registers\[30\]\[19\],18.23
_1223_,18.2
_1421_,18.2
rf.registers\[19\]\[12\],18.2
rf.registers\[19\]\[11\],18.18
rf.registers\[4\]\[27\],18.18
_2481_,18.16
rf.registers\[19\]\[14\],18.16
rf.registers\[20\]\[26\],18.16
rf.registers\[22\]\[31\],18.16
rf.registers\[9\]\[25\],18.16
rf.registers\[0\]\[16\],18.14
rf.registers\[4\]\[29\],18.14
_1808_,18.12
_4013_,18.12
rf.registers\[17\]\[31\],18.12
rf.registers\[1\]\[20\],18.08
rf.registers\[31\]\[21\],18.06
rf.registers\[5\]\[14\],18.06
rf.registers\[9\]\[22\],18.06
_1233_,18.04
_3908_,18
rf.registers\[13\]\[24\],18
_2177_,17.98
_1537_,17.96
rf.registers\[12\]\[10\],17.96
_1991_,17.94
rf.registers\[21\]\[23\],17.94
rf.registers\[29\]\[16\],17.94
_1788_,17.9
_2355_,17.9
rf.registers\[29\]\[6\],17.9
rf.registers\[3\]\[19\],17.89
rf.registers\[10\]\[25\],17.885
rf.registers\[1\]\[9\],17.84
rf.registers\[12\]\[6\],17.82
rf.registers\[1\]\[0\],17.82
rf.registers\[8\]\[16\],17.82
rf.registers\[22\]\[3\],17.81
_1272_,17.8
_1899_,17.8
rf.registers\[8\]\[8\],17.8
_0432_,17.785
_2688_,17.78
rf.registers\[11\]\[29\],17.78
rf.registers\[13\]\[7\],17.78
rf.registers\[16\]\[29\],17.78
rf.registers\[24\]\[28\],17.78
rf.registers\[15\]\[9\],17.77
rf.registers\[18\]\[13\],17.77
_1551_,17.76
rf.registers\[7\]\[24\],17.74
rf.registers\[7\]\[4\],17.74
rf.registers\[22\]\[26\],17.735
_0911_,17.725
rf.registers\[3\]\[28\],17.72
rf.registers\[12\]\[3\],17.7
_1151_,17.695
_0764_,17.685
rf.registers\[28\]\[5\],17.68
rf.registers\[14\]\[4\],17.655
rf.registers\[15\]\[0\],17.65
rf.registers\[2\]\[20\],17.635
_1086_,17.62
_2579_,17.62
rf.registers\[3\]\[7\],17.62
rf.registers\[7\]\[21\],17.62
_1604_,17.6
rf.registers\[1\]\[6\],17.6
_1819_,17.58
rf.registers\[17\]\[30\],17.58
_0568_,17.565
_2226_,17.56
_2529_,17.56
rf.registers\[1\]\[1\],17.56
_2121_,17.52
rf.registers\[2\]\[12\],17.51
rf.registers\[26\]\[1\],17.49
rf.registers\[13\]\[1\],17.48
rf.registers\[15\]\[1\],17.48
rf.registers\[25\]\[27\],17.48
rf.registers\[22\]\[2\],17.47
_1796_,17.44
_1222_,17.42
rf.registers\[12\]\[25\],17.42
rf.registers\[12\]\[0\],17.4
rf.registers\[11\]\[8\],17.38
rf.registers\[4\]\[3\],17.38
rf.registers\[2\]\[17\],17.37
_1440_,17.36
_2938_,17.36
rf.registers\[3\]\[23\],17.36
rf.registers\[23\]\[18\],17.34
_0642_,17.325
_0865_,17.325
_1060_,17.32
_2380_,17.32
rf.registers\[13\]\[25\],17.32
rf.registers\[19\]\[2\],17.32
rf.registers\[3\]\[30\],17.32
rf.registers\[26\]\[0\],17.31
rf.registers\[4\]\[9\],17.3
_2887_,17.28
rf.registers\[26\]\[21\],17.25
_1202_,17.24
_2470_,17.22
rf.registers\[21\]\[22\],17.22
rf.registers\[29\]\[5\],17.22
rf.registers\[31\]\[12\],17.22
rf.registers\[4\]\[5\],17.22
_0787_,17.215
_2225_,17.2
rf.registers\[0\]\[22\],17.2
rf.registers\[0\]\[1\],17.18
rf.registers\[13\]\[21\],17.18
rf.registers\[27\]\[10\],17.18
rf.registers\[2\]\[1\],17.18
rf.registers\[19\]\[15\],17.16
rf.registers\[19\]\[20\],17.16
rf.registers\[27\]\[16\],17.16
rf.registers\[10\]\[28\],17.155
_1676_,17.14
_3655_,17.14
rf.registers\[8\]\[21\],17.14
_0355_,17.115
_1353_,17.1
_2602_,17.1
rf.registers\[20\]\[23\],17.1
rf.registers\[28\]\[19\],17.1
rf.registers\[28\]\[25\],17.09
rf.registers\[11\]\[17\],17.08
rf.registers\[1\]\[28\],17.08
_1611_,17.06
_2111_,17.06
rf.registers\[15\]\[28\],17.06
rf.registers\[24\]\[4\],17.06
_0573_,17.045
_2610_,17.04
rf.registers\[17\]\[2\],17.04
rf.registers\[7\]\[15\],17.04
rf.registers\[19\]\[21\],17.03
rf.registers\[16\]\[15\],17.02
_2920_,17
_3072_,17
_3833_,17
rf.registers\[10\]\[22\],17
_0477_,16.985
_2581_,16.98
_3126_,16.98
rf.registers\[27\]\[11\],16.98
rf.registers\[9\]\[0\],16.94
rf.registers\[26\]\[20\],16.93
_2907_,16.92
rf.registers\[2\]\[31\],16.91
_1975_,16.9
rf.registers\[13\]\[28\],16.9
rf.registers\[16\]\[13\],16.9
rf.registers\[7\]\[22\],16.9
_2412_,16.895
_1219_,16.88
_2134_,16.88
_0606_,16.845
rf.registers\[24\]\[5\],16.84
rf.registers\[25\]\[20\],16.84
rf.registers\[26\]\[6\],16.83
_2886_,16.8
_3411_,16.8
rf.registers\[18\]\[11\],16.795
_3048_,16.78
rf.registers\[17\]\[3\],16.78
_1668_,16.76
_4040_,16.76
rf.registers\[29\]\[2\],16.73
rf.registers\[8\]\[15\],16.73
_2097_,16.72
_2670_,16.72
rf.registers\[22\]\[18\],16.72
rf.registers\[27\]\[0\],16.72
rf.registers\[2\]\[10\],16.71
rf.registers\[6\]\[30\],16.695
rf.registers\[15\]\[11\],16.68
rf.registers\[3\]\[11\],16.68
rf.registers\[5\]\[4\],16.68
rf.registers\[8\]\[30\],16.68
rf.registers\[16\]\[18\],16.64
rf.registers\[7\]\[9\],16.64
_0033_,16.625
rf.registers\[2\]\[2\],16.61
rf.registers\[3\]\[12\],16.61
rf.registers\[0\]\[7\],16.6
rf.registers\[7\]\[10\],16.6
rf.registers\[10\]\[4\],16.595
rf.registers\[4\]\[24\],16.58
rf.registers\[21\]\[28\],16.56
rf.registers\[9\]\[9\],16.56
_3952_,16.54
rf.registers\[13\]\[6\],16.52
rf.registers\[11\]\[2\],16.495
rf.registers\[22\]\[8\],16.48
rf.registers\[3\]\[25\],16.48
rf.registers\[18\]\[8\],16.465
rf.registers\[30\]\[31\],16.465
rf.registers\[14\]\[13\],16.46
_2909_,16.44
_0765_,16.425
_3548_,16.42
_0914_,16.405
rf.registers\[5\]\[5\],16.4
rf.registers\[9\]\[18\],16.4
_1235_,16.38
_1511_,16.345
_2056_,16.345
rf.registers\[13\]\[29\],16.34
rf.registers\[15\]\[22\],16.34
rf.registers\[31\]\[16\],16.34
rf.registers\[15\]\[26\],16.32
_1571_,16.3
_3862_,16.3
rf.registers\[1\]\[30\],16.3
_0867_,16.285
rf.registers\[9\]\[14\],16.28
_2096_,16.26
_2619_,16.26
rf.registers\[28\]\[8\],16.26
rf.registers\[7\]\[30\],16.26
rf.registers\[9\]\[4\],16.26
_2492_,16.24
rf.registers\[25\]\[4\],16.24
rf.registers\[10\]\[23\],16.235
_0623_,16.22
_1065_,16.22
_1399_,16.22
_1674_,16.22
_1825_,16.22
_2124_,16.22
_3846_,16.2
rf.registers\[13\]\[17\],16.2
rf.registers\[24\]\[14\],16.2
rf.registers\[27\]\[3\],16.2
_2928_,16.18
rf.registers\[13\]\[8\],16.18
rf.registers\[28\]\[0\],16.18
rf.registers\[18\]\[17\],16.16
rf.registers\[23\]\[30\],16.14
_2878_,16.115
rf.registers\[14\]\[21\],16.11
_3163_,16.1
rf.registers\[15\]\[12\],16.1
rf.registers\[28\]\[29\],16.1
rf.registers\[31\]\[15\],16.1
_2836_,16.08
rf.registers\[26\]\[7\],16.07
_4162_,16.06
rf.registers\[29\]\[27\],16.06
rf.registers\[2\]\[18\],16.05
_0336_,16.025
_0855_,16.025
_1142_,16.02
_1342_,16.02
_3201_,16.02
_0130_,15.985
_2866_,15.98
rf.registers\[12\]\[30\],15.98
_1431_,15.94
rf.registers\[22\]\[17\],15.93
_3312_,15.92
rf.registers\[13\]\[22\],15.92
rf.registers\[18\]\[5\],15.915
rf.registers\[11\]\[10\],15.9
rf.registers\[29\]\[3\],15.9
_2476_,15.88
rf.registers\[0\]\[17\],15.88
rf.registers\[5\]\[6\],15.88
_1805_,15.865
_1136_,15.86
rf.registers\[12\]\[20\],15.84
rf.registers\[1\]\[22\],15.84
rf.registers\[27\]\[28\],15.84
rf.registers\[2\]\[6\],15.815
_1450_,15.8
_2406_,15.8
rf.registers\[0\]\[0\],15.8
_2022_,15.78
_2971_,15.78
rf.registers\[28\]\[27\],15.78
rf.registers\[30\]\[9\],15.77
_2635_,15.76
_3182_,15.76
_3938_,15.76
rf.registers\[4\]\[1\],15.76
rf.registers\[17\]\[20\],15.74
rf.registers\[23\]\[17\],15.74
rf.registers\[31\]\[24\],15.74
_2127_,15.72
rf.registers\[0\]\[15\],15.72
rf.registers\[22\]\[19\],15.715
rf.registers\[6\]\[31\],15.71
_1359_,15.7
_2115_,15.7
rf.registers\[7\]\[2\],15.7
rf.registers\[18\]\[24\],15.69
rf.registers\[12\]\[11\],15.68
rf.registers\[6\]\[3\],15.645
_1124_,15.64
rf.registers\[20\]\[31\],15.64
_1347_,15.61
_1838_,15.58
_1896_,15.57
_0974_,15.565
_1733_,15.56
_4133_,15.56
rf.registers\[15\]\[30\],15.56
rf.registers\[31\]\[30\],15.56
rf.registers\[27\]\[19\],15.54
_0886_,15.525
_1572_,15.525
_2682_,15.52
rf.registers\[4\]\[13\],15.52
rf.registers\[7\]\[26\],15.52
_1097_,15.48
_1100_,15.46
_1664_,15.46
_3617_,15.46
rf.registers\[12\]\[8\],15.46
rf.registers\[16\]\[3\],15.46
rf.registers\[1\]\[3\],15.46
rf.registers\[9\]\[31\],15.46
_0496_,15.455
rf.registers\[11\]\[3\],15.44
rf.registers\[24\]\[18\],15.44
_2845_,15.42
rf.registers\[1\]\[10\],15.42
